sample_id,concentration_Bq_m3,net_signal_counts,total_signal_counts,threshold_counts,detected,time_to_detection_s,localization_error_m,run_name
187,0.00022718221670172344,237.1896638373901,7619.627582458535,7636.987918621145,False,,74.87009306859896,quick_check
188,0.00023862737836486558,257.07704961588684,7660.4225024367,7657.895452820813,True,343.9762570569659,73.81722725357028,quick_check
189,0.0002917065872300068,247.87595372073872,7500.384647281092,7507.058693560353,False,,8.29726714011619,quick_check
190,0.0004885494225989652,481.94316362230023,7478.725637940283,7251.332474317984,True,234.2632630623129,14.137302833162307,quick_check
191,0.00030049753949749355,328.3088550075984,7482.773216289045,7409.014361281447,True,301.23977344617606,66.95962084931787,quick_check
192,0.00023689282902543776,221.35527859579062,7335.912617676688,7369.107339080897,False,,40.15931681427604,quick_check
193,0.0004331589308629412,431.74526220379056,7592.925682177231,7415.73041997344,True,425.1940986701093,3.6186729944026084,quick_check
194,0.000626180524923102,608.4136778257778,7639.842818372563,7285.979140546785,True,687.8054418494564,18.240780968486852,quick_check
195,0.00023562221168888918,247.8156540694456,7557.687875038963,7564.422220969518,False,,73.09738615949978,quick_check
196,0.00018302504926144097,168.12891058180094,7307.490603142529,7393.911692560729,False,,58.571150835614425,quick_check
197,0.00023630585105622012,190.26668026857016,7248.15743172364,7312.44075145507,False,,126.69644863392296,quick_check
198,0.0005247491727675704,594.5202417839839,7974.553676611015,7634.583434827032,True,306.2789924461308,37.88307746520475,quick_check
199,0.00016386185912042103,183.38682221542334,7365.270330767534,7436.433508552111,False,,81.72060628928028,quick_check
200,0.00022741248258097488,219.25587406067828,7442.420869453459,7477.714995392781,False,,61.70789890263576,quick_check
201,0.0004980095542453274,497.06705750184693,7641.544653739686,7399.027596237839,True,386.933220326762,76.24734064589938,quick_check
202,0.0005077205070708713,518.3069870506323,7680.067514396237,7416.310527345605,True,257.4936824801351,25.31412323798918,quick_check
203,0.0005336227674913301,493.52653498634373,7436.716825095992,7197.740290109648,True,771.1692792585364,34.75356360761901,quick_check
204,0.0002492941784173757,225.52936568257346,7450.81301646986,7479.833650787286,False,,65.53624762370299,quick_check
205,0.0002565526467303165,249.03194312713424,7475.2833785599305,7480.801435432796,False,,24.710800279413743,quick_check
206,0.00012397636449076595,92.16021712330001,7303.619216504832,7466.008999381533,False,,54.44184058696427,quick_check
