detector_id,time_s,centroid_x_m,centroid_y_m,detector_x_m,detector_y_m,concentration_proxy,arrival_time_s,source_id,scenario_id,weather_id,x_m,y_m,z_m,concentration_Bq_m3,detector_type,response_factor,cost_proxy,uptime_factor,background_mean_counts,background_sigma_counts,integration_time_s,noise_model,seed,net_signal_counts,noise_counts,total_signal_counts,threshold_3sigma_counts,threshold_5sigma_counts,threshold_crossing_3sigma,threshold_crossing_5sigma
D023,0.0,0.0,0.0,750.0,150.0,0.0006671470977542,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.1477072832309538e-08,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,0.011477072832309539,0.0,7200.011477072832,7454.55,7624.25,False,False
D023,60.0,180.0,0.0,750.0,150.0,0.0130039775881516,250.0,SRC_001,S1,W1,750.0,150.0,1.5,2.237101808451706e-07,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,0.22371018084517058,0.0,7200.223710180845,7454.55,7624.25,False,False
D023,120.0,360.0,0.0,750.0,150.0,0.1127592797744368,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.939821773708229e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,1.939821773708229,0.0,7201.939821773708,7454.55,7624.25,False,False
D023,166.666667,500.000001,0.0,750.0,150.0,0.3455907547369167,250.0,SRC_001,S1,W1,750.0,150.0,1.5,5.945270953946895e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,5.9452709539468955,0.0,7205.945270953947,7454.55,7624.25,False,False
D023,180.0,540.0,0.0,750.0,150.0,0.4349605246249158,250.0,SRC_001,S1,W1,750.0,150.0,1.5,7.4827180349040115e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,7.482718034904011,0.0,7207.482718034904,7454.55,7624.25,False,False
D023,240.0,720.0,0.0,750.0,150.0,0.7463952450358817,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.2840395495689684e-05,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,12.840395495689684,0.0,7212.840395495689,7454.55,7624.25,False,False
D023,250.0,750.0,0.0,750.0,150.0,0.7548396019890073,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.2985665556968945e-05,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,12.985665556968945,0.0,7212.985665556969,7454.55,7624.25,False,False
D023,300.0,900.0,0.0,750.0,150.0,0.569782824730923,250.0,SRC_001,S1,W1,750.0,150.0,1.5,9.802094620584797e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,9.802094620584796,0.0,7209.802094620585,7454.55,7624.25,False,False
D023,333.333333,999.999999,0.0,750.0,150.0,0.3455907547369169,250.0,SRC_001,S1,W1,750.0,150.0,1.5,5.9452709539469e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,5.9452709539469,0.0,7205.945270953947,7454.55,7624.25,False,False
D023,360.0,1080.0,0.0,750.0,150.0,0.193495697867956,250.0,SRC_001,S1,W1,750.0,150.0,1.5,3.3287474750989245e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,3.3287474750989245,0.0,7203.328747475099,7454.55,7624.25,False,False
D023,420.0,1260.0,0.0,750.0,150.0,0.029231745078968,250.0,SRC_001,S1,W1,750.0,150.0,1.5,5.028799022226968e-07,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,0.5028799022226969,0.0,7200.502879902223,7454.55,7624.25,False,False
D023,480.0,1440.0,0.0,750.0,150.0,0.0019645344163097,250.0,SRC_001,S1,W1,750.0,150.0,1.5,3.3796301675391574e-08,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,0.03379630167539158,0.0,7200.0337963016755,7454.55,7624.25,False,False
D023,500.0,1500.0,0.0,750.0,150.0,0.0006671470977542,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.1477072832309538e-08,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,0.011477072832309539,0.0,7200.011477072832,7454.55,7624.25,False,False
D023,540.0,1620.0,0.0,750.0,150.0,5.873351735280819e-05,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.0104051394737315e-09,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,0.0010104051394737314,0.0,7200.00101040514,7454.55,7624.25,False,False
D023,600.0,1800.0,0.0,750.0,150.0,7.811489408304491e-07,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.3438270685687282e-11,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,1.3438270685687282e-05,0.0,7200.000013438271,7454.55,7624.25,False,False
D023,660.0,1980.0,0.0,750.0,150.0,4.621714947375887e-09,250.0,SRC_001,S1,W1,750.0,150.0,1.5,7.950834117357504e-14,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,7.950834117357504e-08,0.0,7200.000000079508,7454.55,7624.25,False,False
D023,666.666667,2000.000001,0.0,750.0,150.0,2.486225770394472e-09,250.0,SRC_001,S1,W1,750.0,150.0,1.5,4.2771068540108526e-14,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,4.277106854010853e-08,0.0,7200.000000042771,7454.55,7624.25,False,False
D023,720.0,2160.0,0.0,750.0,150.0,1.2164490780024226e-11,250.0,SRC_001,S1,W1,750.0,150.0,1.5,2.092683114717228e-16,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,2.092683114717228e-10,0.0,7200.000000000209,7454.55,7624.25,False,False
D023,780.0,2340.0,0.0,750.0,150.0,1.4243154351632503e-14,250.0,SRC_001,S1,W1,750.0,150.0,1.5,2.4502800117962015e-19,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,2.4502800117962016e-13,0.0,7200.0,7454.55,7624.25,False,False
D023,833.333333,2499.999999,0.0,750.0,150.0,1.7886240277108808e-17,250.0,SRC_001,S1,W1,750.0,150.0,1.5,3.0770078000425965e-22,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,3.0770078000425966e-16,0.0,7200.0,7454.55,7624.25,False,False
D023,840.0,2520.0,0.0,750.0,150.0,7.41890649659844e-18,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.2762901987309149e-22,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,1.2762901987309148e-16,0.0,7200.0,7454.55,7624.25,False,False
D023,900.0,2700.0,0.0,750.0,150.0,1.7190760269904208e-21,250.0,SRC_001,S1,W1,750.0,150.0,1.5,2.957362901294309e-26,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,2.957362901294309e-20,0.0,7200.0,7454.55,7624.25,False,False
D023,960.0,2880.0,0.0,750.0,150.0,1.7720327338704848e-25,250.0,SRC_001,S1,W1,750.0,150.0,1.5,3.0484654458257444e-30,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,3.0484654458257445e-24,0.0,7200.0,7454.55,7624.25,False,False
D023,1000.0,3000.0,0.0,750.0,150.0,2.484030900561122e-28,250.0,SRC_001,S1,W1,750.0,150.0,1.5,4.273330972946602e-33,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,4.2733309729466015e-27,0.0,7200.0,7454.55,7624.25,False,False
D023,1020.0,3060.0,0.0,750.0,150.0,8.125869922112035e-30,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.3979106142541372e-34,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,1.3979106142541372e-28,0.0,7200.0,7454.55,7624.25,False,False
D023,1080.0,3240.0,0.0,750.0,150.0,1.6576371119486434e-34,250.0,SRC_001,S1,W1,750.0,150.0,1.5,2.8516682343990804e-39,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,2.8516682343990804e-33,0.0,7200.0,7454.55,7624.25,False,False
D023,1140.0,3420.0,0.0,750.0,150.0,1.5042863907288733e-39,250.0,SRC_001,S1,W1,750.0,150.0,1.5,2.587855740535131e-44,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,2.587855740535131e-38,0.0,7200.0,7454.55,7624.25,False,False
D023,1166.666667,3500.000001,0.0,750.0,150.0,6.659695994239878e-42,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.1456816079125671e-46,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,1.145681607912567e-40,0.0,7200.0,7454.55,7624.25,False,False
D023,1200.0,3600.0,0.0,750.0,150.0,6.07285709073181e-45,250.0,SRC_001,S1,W1,750.0,150.0,1.5,1.0447264683478954e-49,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1023,1.0447264683478954e-43,0.0,7200.0,7454.55,7624.25,False,False
D024,0.0,0.0,0.0,750.0,-150.0,0.0006671470977542,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.1477072832309538e-08,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,0.011477072832309539,0.0,7200.011477072832,7454.55,7624.25,False,False
D024,60.0,180.0,0.0,750.0,-150.0,0.0130039775881516,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,2.237101808451706e-07,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,0.22371018084517058,0.0,7200.223710180845,7454.55,7624.25,False,False
D024,120.0,360.0,0.0,750.0,-150.0,0.1127592797744368,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.939821773708229e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,1.939821773708229,0.0,7201.939821773708,7454.55,7624.25,False,False
D024,166.666667,500.000001,0.0,750.0,-150.0,0.3455907547369167,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,5.945270953946895e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,5.9452709539468955,0.0,7205.945270953947,7454.55,7624.25,False,False
D024,180.0,540.0,0.0,750.0,-150.0,0.4349605246249158,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,7.4827180349040115e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,7.482718034904011,0.0,7207.482718034904,7454.55,7624.25,False,False
D024,240.0,720.0,0.0,750.0,-150.0,0.7463952450358817,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.2840395495689684e-05,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,12.840395495689684,0.0,7212.840395495689,7454.55,7624.25,False,False
D024,250.0,750.0,0.0,750.0,-150.0,0.7548396019890073,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.2985665556968945e-05,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,12.985665556968945,0.0,7212.985665556969,7454.55,7624.25,False,False
D024,300.0,900.0,0.0,750.0,-150.0,0.569782824730923,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,9.802094620584797e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,9.802094620584796,0.0,7209.802094620585,7454.55,7624.25,False,False
D024,333.333333,999.999999,0.0,750.0,-150.0,0.3455907547369169,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,5.9452709539469e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,5.9452709539469,0.0,7205.945270953947,7454.55,7624.25,False,False
D024,360.0,1080.0,0.0,750.0,-150.0,0.193495697867956,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,3.3287474750989245e-06,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,3.3287474750989245,0.0,7203.328747475099,7454.55,7624.25,False,False
D024,420.0,1260.0,0.0,750.0,-150.0,0.029231745078968,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,5.028799022226968e-07,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,0.5028799022226969,0.0,7200.502879902223,7454.55,7624.25,False,False
D024,480.0,1440.0,0.0,750.0,-150.0,0.0019645344163097,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,3.3796301675391574e-08,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,0.03379630167539158,0.0,7200.0337963016755,7454.55,7624.25,False,False
D024,500.0,1500.0,0.0,750.0,-150.0,0.0006671470977542,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.1477072832309538e-08,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,0.011477072832309539,0.0,7200.011477072832,7454.55,7624.25,False,False
D024,540.0,1620.0,0.0,750.0,-150.0,5.873351735280819e-05,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.0104051394737315e-09,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,0.0010104051394737314,0.0,7200.00101040514,7454.55,7624.25,False,False
D024,600.0,1800.0,0.0,750.0,-150.0,7.811489408304491e-07,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.3438270685687282e-11,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,1.3438270685687282e-05,0.0,7200.000013438271,7454.55,7624.25,False,False
D024,660.0,1980.0,0.0,750.0,-150.0,4.621714947375887e-09,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,7.950834117357504e-14,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,7.950834117357504e-08,0.0,7200.000000079508,7454.55,7624.25,False,False
D024,666.666667,2000.000001,0.0,750.0,-150.0,2.486225770394472e-09,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,4.2771068540108526e-14,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,4.277106854010853e-08,0.0,7200.000000042771,7454.55,7624.25,False,False
D024,720.0,2160.0,0.0,750.0,-150.0,1.2164490780024226e-11,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,2.092683114717228e-16,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,2.092683114717228e-10,0.0,7200.000000000209,7454.55,7624.25,False,False
D024,780.0,2340.0,0.0,750.0,-150.0,1.4243154351632503e-14,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,2.4502800117962015e-19,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,2.4502800117962016e-13,0.0,7200.0,7454.55,7624.25,False,False
D024,833.333333,2499.999999,0.0,750.0,-150.0,1.7886240277108808e-17,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,3.0770078000425965e-22,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,3.0770078000425966e-16,0.0,7200.0,7454.55,7624.25,False,False
D024,840.0,2520.0,0.0,750.0,-150.0,7.41890649659844e-18,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.2762901987309149e-22,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,1.2762901987309148e-16,0.0,7200.0,7454.55,7624.25,False,False
D024,900.0,2700.0,0.0,750.0,-150.0,1.7190760269904208e-21,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,2.957362901294309e-26,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,2.957362901294309e-20,0.0,7200.0,7454.55,7624.25,False,False
D024,960.0,2880.0,0.0,750.0,-150.0,1.7720327338704848e-25,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,3.0484654458257444e-30,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,3.0484654458257445e-24,0.0,7200.0,7454.55,7624.25,False,False
D024,1000.0,3000.0,0.0,750.0,-150.0,2.484030900561122e-28,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,4.273330972946602e-33,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,4.2733309729466015e-27,0.0,7200.0,7454.55,7624.25,False,False
D024,1020.0,3060.0,0.0,750.0,-150.0,8.125869922112035e-30,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.3979106142541372e-34,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,1.3979106142541372e-28,0.0,7200.0,7454.55,7624.25,False,False
D024,1080.0,3240.0,0.0,750.0,-150.0,1.6576371119486434e-34,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,2.8516682343990804e-39,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,2.8516682343990804e-33,0.0,7200.0,7454.55,7624.25,False,False
D024,1140.0,3420.0,0.0,750.0,-150.0,1.5042863907288733e-39,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,2.587855740535131e-44,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,2.587855740535131e-38,0.0,7200.0,7454.55,7624.25,False,False
D024,1166.666667,3500.000001,0.0,750.0,-150.0,6.659695994239878e-42,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.1456816079125671e-46,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,1.145681607912567e-40,0.0,7200.0,7454.55,7624.25,False,False
D024,1200.0,3600.0,0.0,750.0,-150.0,6.07285709073181e-45,250.0,SRC_001,S1,W1,750.0,-150.0,1.5,1.0447264683478954e-49,NaI_Tl,1000000.0,1.0,0.9,7200.0,84.85,60.0,normal,1024,1.0447264683478954e-43,0.0,7200.0,7454.55,7624.25,False,False
