scenario_id,detector_id,time_s,background_counts,threshold_3sigma_counts,threshold_5sigma_counts,threshold_crossing_3sigma,threshold_crossing_5sigma
S1,D004,166.666667,7204.207260122413,7454.55,7624.25,False,False
S1,D004,180.0,7300.349188237743,7454.55,7624.25,False,False
S1,D004,240.0,7319.208680644311,7454.55,7624.25,False,False
S1,D004,250.0,7200.434581953903,7454.55,7624.25,False,False
S1,D004,300.0,7176.709878446591,7454.55,7624.25,False,False
S1,D004,333.333333,7238.259531237978,7454.55,7624.25,False,False
S1,D004,360.0,7109.959266731477,7454.55,7624.25,False,False
S1,D004,420.0,7222.926975072519,7454.55,7624.25,False,False
S1,D004,480.0,7115.088468864609,7454.55,7624.25,False,False
S1,D004,500.0,7242.77542804898,7454.55,7624.25,False,False
S1,D004,540.0,7170.323392365535,7454.55,7624.25,False,False
S1,D004,600.0,7242.147803938283,7454.55,7624.25,False,False
S1,D004,660.0,7159.885156653615,7454.55,7624.25,False,False
S1,D004,666.666667,7193.277369549741,7454.55,7624.25,False,False
S1,D004,720.0,7311.930590508916,7454.55,7624.25,False,False
S1,D004,780.0,7229.504289513591,7454.55,7624.25,False,False
S1,D004,833.333333,7193.440360137532,7454.55,7624.25,False,False
S1,D004,840.0,7195.792449616326,7454.55,7624.25,False,False
S1,D004,900.0,7205.503004329796,7454.55,7624.25,False,False
S1,D004,960.0,7028.1176901802255,7454.55,7624.25,False,False
S1,D004,1000.0,7234.272681413535,7454.55,7624.25,False,False
S1,D004,1020.0,7237.722297636595,7454.55,7624.25,False,False
S1,D004,1080.0,7283.253002906543,7454.55,7624.25,False,False
S1,D004,1140.0,7289.762353314559,7454.55,7624.25,False,False
S1,D004,1166.666667,7041.949014300833,7454.55,7624.25,False,False
S1,D004,1200.0,7275.476163530605,7454.55,7624.25,False,False
S1,D005,0.0,7139.662599724143,7454.55,7624.25,False,False
S1,D005,60.0,7184.597393723608,7454.55,7624.25,False,False
S1,D005,120.0,7150.98949099055,7454.55,7624.25,False,False
S1,D005,166.666667,7186.674777217369,7454.55,7624.25,False,False
S1,D005,180.0,7286.813769610224,7454.55,7624.25,False,False
S1,D005,240.0,7146.718113957049,7454.55,7624.25,False,False
S1,D005,250.0,7155.668419119682,7454.55,7624.25,False,False
S1,D005,300.0,7366.720756957833,7454.55,7624.25,False,False
S1,D005,333.333333,7029.665547781281,7454.55,7624.25,False,False
S1,D005,360.0,7146.076632042696,7454.55,7624.25,False,False
S1,D005,420.0,7270.296953864761,7454.55,7624.25,False,False
S1,D005,480.0,7156.229766890014,7454.55,7624.25,False,False
S1,D005,500.0,7158.334600263347,7454.55,7624.25,False,False
S1,D005,540.0,7051.351006596634,7454.55,7624.25,False,False
S1,D005,600.0,7037.586294427483,7454.55,7624.25,False,False
S1,D005,660.0,7297.097702261761,7454.55,7624.25,False,False
S1,D005,666.666667,7340.109807245379,7454.55,7624.25,False,False
S1,D005,720.0,7224.727199803193,7454.55,7624.25,False,False
S1,D005,780.0,7138.850423395209,7454.55,7624.25,False,False
S1,D005,833.333333,7069.244071032426,7454.55,7624.25,False,False
S1,D005,840.0,7184.012707220713,7454.55,7624.25,False,False
S1,D005,900.0,7221.78373299994,7454.55,7624.25,False,False
S1,D005,960.0,7038.852140287953,7454.55,7624.25,False,False
S1,D005,1000.0,7238.873224442689,7454.55,7624.25,False,False
S1,D005,1020.0,7160.80766665595,7454.55,7624.25,False,False
S1,D005,1080.0,7319.245092909128,7454.55,7624.25,False,False
S1,D005,1140.0,7244.419723366868,7454.55,7624.25,False,False
S1,D005,1166.666667,7260.968023975134,7454.55,7624.25,False,False
S1,D005,1200.0,7181.637728515541,7454.55,7624.25,False,False
S1,D006,0.0,7299.1875761345345,7454.55,7624.25,False,False
S1,D006,60.0,7030.478581891055,7454.55,7624.25,False,False
S1,D006,120.0,7274.182652084556,7454.55,7624.25,False,False
S1,D006,166.666667,7352.6856452574175,7454.55,7624.25,False,False
S1,D006,180.0,7254.650561152766,7454.55,7624.25,False,False
S1,D006,240.0,7323.832785219206,7454.55,7624.25,False,False
S1,D006,250.0,7162.414723692809,7454.55,7624.25,False,False
S1,D006,300.0,7047.28918711076,7454.55,7624.25,False,False
S1,D006,333.333333,7168.310428606497,7454.55,7624.25,False,False
S1,D006,360.0,7320.857873189855,7454.55,7624.25,False,False
S1,D006,420.0,7318.195300982908,7454.55,7624.25,False,False
S1,D006,480.0,7171.880383952543,7454.55,7624.25,False,False
S1,D006,500.0,7066.654172447891,7454.55,7624.25,False,False
S1,D006,540.0,7300.9761767266955,7454.55,7624.25,False,False
S1,D006,600.0,7139.047969258141,7454.55,7624.25,False,False
S1,D006,660.0,7217.4386651439245,7454.55,7624.25,False,False
S1,D006,666.666667,7166.743152757118,7454.55,7624.25,False,False
S1,D006,720.0,7208.512391404243,7454.55,7624.25,False,False
S1,D006,780.0,7256.636898258406,7454.55,7624.25,False,False
S1,D006,833.333333,7152.701578695503,7454.55,7624.25,False,False
S1,D006,840.0,7188.604532859665,7454.55,7624.25,False,False
S1,D006,900.0,7165.165098651849,7454.55,7624.25,False,False
S1,D006,960.0,7313.737904179559,7454.55,7624.25,False,False
S1,D006,1000.0,7008.72171115241,7454.55,7624.25,False,False
S1,D006,1020.0,7200.1373800308775,7454.55,7624.25,False,False
S1,D006,1080.0,7194.379692580155,7454.55,7624.25,False,False
S1,D006,1140.0,7180.719939243383,7454.55,7624.25,False,False
S1,D006,1166.666667,7249.088832703085,7454.55,7624.25,False,False
S1,D006,1200.0,7142.942732259043,7454.55,7624.25,False,False
S1,D007,0.0,7108.800111932699,7454.55,7624.25,False,False
S1,D007,60.0,7092.016613310506,7454.55,7624.25,False,False
S1,D007,120.0,7210.853764344711,7454.55,7624.25,False,False
S1,D007,166.666667,7268.741195148871,7454.55,7624.25,False,False
S1,D007,180.0,7245.1607737465165,7454.55,7624.25,False,False
S1,D007,240.0,7221.476687534246,7454.55,7624.25,False,False
S1,D007,250.0,7090.163424847359,7454.55,7624.25,False,False
S1,D007,300.0,7316.6400773917885,7454.55,7624.25,False,False
S1,D007,333.333333,7032.515319809046,7454.55,7624.25,False,False
S1,D007,360.0,7140.65578473099,7454.55,7624.25,False,False
S1,D007,420.0,7149.562701442897,7454.55,7624.25,False,False
S1,D007,480.0,7367.617847590256,7454.55,7624.25,False,False
S1,D007,500.0,7250.420890963723,7454.55,7624.25,False,False
S1,D007,540.0,7238.969280230292,7454.55,7624.25,False,False
S1,D007,600.0,7362.912545872106,7454.55,7624.25,False,False
S1,D007,660.0,7324.107460615171,7454.55,7624.25,False,False
S1,D007,666.666667,7258.430562888988,7454.55,7624.25,False,False
S1,D007,720.0,7128.954657577579,7454.55,7624.25,False,False
S1,D007,780.0,7250.089053257765,7454.55,7624.25,False,False
S1,D007,833.333333,7055.244118132097,7454.55,7624.25,False,False
