scenario_id,detector_id,time_s,n_sigma,threshold_counts,total_signal_counts,threshold_crossing
S1,D018,420.0,3.0,7454.55,7200.000000055677,False
S1,D018,480.0,3.0,7454.55,7200.000009843599,False
S1,D018,500.0,3.0,7454.55,7200.000046146513,False
S1,D018,540.0,3.0,7454.55,7200.000774193159,False
S1,D018,600.0,3.0,7454.55,7200.027087330861,False
S1,D018,660.0,3.0,7454.55,7200.421603847302,False
S1,D018,666.666667,3.0,7454.55,7200.544063590956,False
S1,D018,720.0,3.0,7454.55,7202.919203612637,False
S1,D018,780.0,3.0,7454.55,7208.991780153068,False
S1,D018,833.333333,3.0,7454.55,7212.382830099595,False
S1,D018,840.0,3.0,7454.55,7212.32107047682,False
S1,D018,900.0,3.0,7454.55,7207.510566109417,False
S1,D018,960.0,3.0,7454.55,7202.036659251518,False
S1,D018,1000.0,3.0,7454.55,7200.544063584156,False
S1,D018,1020.0,3.0,7454.55,7200.245688905209,False
S1,D018,1080.0,3.0,7454.55,7200.013184819404,False
S1,D018,1140.0,3.0,7454.55,7200.000314763449,False
S1,D018,1166.666667,3.0,7454.55,7200.0000461465115,False
S1,D018,1200.0,3.0,7454.55,7200.000003342842,False
S1,D018,0.0,5.0,7624.25,7200.0,False
S1,D018,60.0,5.0,7624.25,7200.0,False
S1,D018,120.0,5.0,7624.25,7200.0,False
S1,D018,166.666667,5.0,7624.25,7200.0,False
S1,D018,180.0,5.0,7624.25,7200.0,False
S1,D018,240.0,5.0,7624.25,7200.0,False
S1,D018,250.0,5.0,7624.25,7200.0,False
S1,D018,300.0,5.0,7624.25,7200.0,False
S1,D018,333.333333,5.0,7624.25,7200.000000000007,False
S1,D018,360.0,5.0,7624.25,7200.00000000014,False
S1,D018,420.0,5.0,7624.25,7200.000000055677,False
S1,D018,480.0,5.0,7624.25,7200.000009843599,False
S1,D018,500.0,5.0,7624.25,7200.000046146513,False
S1,D018,540.0,5.0,7624.25,7200.000774193159,False
S1,D018,600.0,5.0,7624.25,7200.027087330861,False
S1,D018,660.0,5.0,7624.25,7200.421603847302,False
S1,D018,666.666667,5.0,7624.25,7200.544063590956,False
S1,D018,720.0,5.0,7624.25,7202.919203612637,False
S1,D018,780.0,5.0,7624.25,7208.991780153068,False
S1,D018,833.333333,5.0,7624.25,7212.382830099595,False
S1,D018,840.0,5.0,7624.25,7212.32107047682,False
S1,D018,900.0,5.0,7624.25,7207.510566109417,False
S1,D018,960.0,5.0,7624.25,7202.036659251518,False
S1,D018,1000.0,5.0,7624.25,7200.544063584156,False
S1,D018,1020.0,5.0,7624.25,7200.245688905209,False
S1,D018,1080.0,5.0,7624.25,7200.013184819404,False
S1,D018,1140.0,5.0,7624.25,7200.000314763449,False
S1,D018,1166.666667,5.0,7624.25,7200.0000461465115,False
S1,D018,1200.0,5.0,7624.25,7200.000003342842,False
S1,D019,0.0,3.0,7454.55,7200.0,False
S1,D019,60.0,3.0,7454.55,7200.0,False
S1,D019,120.0,3.0,7454.55,7200.0,False
S1,D019,166.666667,3.0,7454.55,7200.0,False
S1,D019,180.0,3.0,7454.55,7200.0,False
S1,D019,240.0,3.0,7454.55,7200.0,False
S1,D019,250.0,3.0,7454.55,7200.0,False
S1,D019,300.0,3.0,7454.55,7200.0,False
S1,D019,333.333333,3.0,7454.55,7200.000000000007,False
S1,D019,360.0,3.0,7454.55,7200.00000000014,False
S1,D019,420.0,3.0,7454.55,7200.000000055677,False
S1,D019,480.0,3.0,7454.55,7200.000009843599,False
S1,D019,500.0,3.0,7454.55,7200.000046146513,False
S1,D019,540.0,3.0,7454.55,7200.000774193159,False
S1,D019,600.0,3.0,7454.55,7200.027087330861,False
S1,D019,660.0,3.0,7454.55,7200.421603847302,False
S1,D019,666.666667,3.0,7454.55,7200.544063590956,False
S1,D019,720.0,3.0,7454.55,7202.919203612637,False
S1,D019,780.0,3.0,7454.55,7208.991780153068,False
S1,D019,833.333333,3.0,7454.55,7212.382830099595,False
S1,D019,840.0,3.0,7454.55,7212.32107047682,False
S1,D019,900.0,3.0,7454.55,7207.510566109417,False
S1,D019,960.0,3.0,7454.55,7202.036659251518,False
S1,D019,1000.0,3.0,7454.55,7200.544063584156,False
S1,D019,1020.0,3.0,7454.55,7200.245688905209,False
S1,D019,1080.0,3.0,7454.55,7200.013184819404,False
S1,D019,1140.0,3.0,7454.55,7200.000314763449,False
S1,D019,1166.666667,3.0,7454.55,7200.0000461465115,False
S1,D019,1200.0,3.0,7454.55,7200.000003342842,False
S1,D019,0.0,5.0,7624.25,7200.0,False
S1,D019,60.0,5.0,7624.25,7200.0,False
S1,D019,120.0,5.0,7624.25,7200.0,False
S1,D019,166.666667,5.0,7624.25,7200.0,False
S1,D019,180.0,5.0,7624.25,7200.0,False
S1,D019,240.0,5.0,7624.25,7200.0,False
S1,D019,250.0,5.0,7624.25,7200.0,False
S1,D019,300.0,5.0,7624.25,7200.0,False
S1,D019,333.333333,5.0,7624.25,7200.000000000007,False
S1,D019,360.0,5.0,7624.25,7200.00000000014,False
S1,D019,420.0,5.0,7624.25,7200.000000055677,False
S1,D019,480.0,5.0,7624.25,7200.000009843599,False
S1,D019,500.0,5.0,7624.25,7200.000046146513,False
S1,D019,540.0,5.0,7624.25,7200.000774193159,False
S1,D019,600.0,5.0,7624.25,7200.027087330861,False
S1,D019,660.0,5.0,7624.25,7200.421603847302,False
S1,D019,666.666667,5.0,7624.25,7200.544063590956,False
S1,D019,720.0,5.0,7624.25,7202.919203612637,False
S1,D019,780.0,5.0,7624.25,7208.991780153068,False
S1,D019,833.333333,5.0,7624.25,7212.382830099595,False
S1,D019,840.0,5.0,7624.25,7212.32107047682,False
S1,D019,900.0,5.0,7624.25,7207.510566109417,False
S1,D019,960.0,5.0,7624.25,7202.036659251518,False
S1,D019,1000.0,5.0,7624.25,7200.544063584156,False
S1,D019,1020.0,5.0,7624.25,7200.245688905209,False
S1,D019,1080.0,5.0,7624.25,7200.013184819404,False
S1,D019,1140.0,5.0,7624.25,7200.000314763449,False
S1,D019,1166.666667,5.0,7624.25,7200.0000461465115,False
S1,D019,1200.0,5.0,7624.25,7200.000003342842,False
S1,D020,0.0,3.0,7454.55,7200.0,False
S1,D020,60.0,3.0,7454.55,7200.0,False
S1,D020,120.0,3.0,7454.55,7200.0,False
S1,D020,166.666667,3.0,7454.55,7200.0,False
S1,D020,180.0,3.0,7454.55,7200.0,False
S1,D020,240.0,3.0,7454.55,7200.0,False
S1,D020,250.0,3.0,7454.55,7200.0,False
S1,D020,300.0,3.0,7454.55,7200.0,False
S1,D020,333.333333,3.0,7454.55,7200.0,False
S1,D020,360.0,3.0,7454.55,7200.0,False
S1,D020,420.0,3.0,7454.55,7200.0,False
S1,D020,480.0,3.0,7454.55,7200.0,False
S1,D020,500.0,3.0,7454.55,7200.0,False
S1,D020,540.0,3.0,7454.55,7200.0,False
S1,D020,600.0,3.0,7454.55,7200.0,False
S1,D020,660.0,3.0,7454.55,7200.000000000008,False
S1,D020,666.666667,3.0,7454.55,7200.000000000017,False
S1,D020,720.0,3.0,7454.55,7200.000000005075,False
S1,D020,780.0,3.0,7454.55,7200.000001407205,False
S1,D020,833.333333,3.0,7454.55,7200.00010580581,False
S1,D020,840.0,3.0,7454.55,7200.000173574249,False
S1,D020,900.0,3.0,7454.55,7200.009524335709,False
S1,D020,960.0,3.0,7454.55,7200.232490688962,False
S1,D020,1000.0,3.0,7454.55,7201.247441804389,False
S1,D020,1020.0,3.0,7454.55,7202.524630960446,False
S1,D020,1080.0,3.0,7454.55,7212.195839850997,False
S1,D020,1140.0,3.0,7454.55,7226.208791233988,False
S1,D020,1166.666667,3.0,7454.55,7228.391644603173,False
S1,D020,1200.0,3.0,7454.55,7225.055538421582,False
S1,D020,0.0,5.0,7624.25,7200.0,False
S1,D020,60.0,5.0,7624.25,7200.0,False
S1,D020,120.0,5.0,7624.25,7200.0,False
S1,D020,166.666667,5.0,7624.25,7200.0,False
S1,D020,180.0,5.0,7624.25,7200.0,False
S1,D020,240.0,5.0,7624.25,7200.0,False
S1,D020,250.0,5.0,7624.25,7200.0,False
S1,D020,300.0,5.0,7624.25,7200.0,False
S1,D020,333.333333,5.0,7624.25,7200.0,False
S1,D020,360.0,5.0,7624.25,7200.0,False
S1,D020,420.0,5.0,7624.25,7200.0,False
S1,D020,480.0,5.0,7624.25,7200.0,False
S1,D020,500.0,5.0,7624.25,7200.0,False
S1,D020,540.0,5.0,7624.25,7200.0,False
S1,D020,600.0,5.0,7624.25,7200.0,False
S1,D020,660.0,5.0,7624.25,7200.000000000008,False
S1,D020,666.666667,5.0,7624.25,7200.000000000017,False
S1,D020,720.0,5.0,7624.25,7200.000000005075,False
S1,D020,780.0,5.0,7624.25,7200.000001407205,False
S1,D020,833.333333,5.0,7624.25,7200.00010580581,False
S1,D020,840.0,5.0,7624.25,7200.000173574249,False
S1,D020,900.0,5.0,7624.25,7200.009524335709,False
S1,D020,960.0,5.0,7624.25,7200.232490688962,False
S1,D020,1000.0,5.0,7624.25,7201.247441804389,False
S1,D020,1020.0,5.0,7624.25,7202.524630960446,False
S1,D020,1080.0,5.0,7624.25,7212.195839850997,False
S1,D020,1140.0,5.0,7624.25,7226.208791233988,False
S1,D020,1166.666667,5.0,7624.25,7228.391644603173,False
S1,D020,1200.0,5.0,7624.25,7225.055538421582,False
S1,D021,0.0,3.0,7454.55,7200.0,False
S1,D021,60.0,3.0,7454.55,7200.0,False
S1,D021,120.0,3.0,7454.55,7200.0,False
S1,D021,166.666667,3.0,7454.55,7200.0,False
S1,D021,180.0,3.0,7454.55,7200.0,False
S1,D021,240.0,3.0,7454.55,7200.0,False
S1,D021,250.0,3.0,7454.55,7200.0,False
S1,D021,300.0,3.0,7454.55,7200.0,False
S1,D021,333.333333,3.0,7454.55,7200.0,False
S1,D021,360.0,3.0,7454.55,7200.0,False
S1,D021,420.0,3.0,7454.55,7200.0,False
S1,D021,480.0,3.0,7454.55,7200.0,False
S1,D021,500.0,3.0,7454.55,7200.0,False
S1,D021,540.0,3.0,7454.55,7200.0,False
S1,D021,600.0,3.0,7454.55,7200.0,False
S1,D021,660.0,3.0,7454.55,7200.0,False
S1,D021,666.666667,3.0,7454.55,7200.0,False
S1,D021,720.0,3.0,7454.55,7200.0,False
S1,D021,780.0,3.0,7454.55,7200.0000000000455,False
S1,D021,833.333333,3.0,7454.55,7200.000000003406,False
S1,D021,840.0,3.0,7454.55,7200.000000005588,False
S1,D021,900.0,3.0,7454.55,7200.000000306621,False
S1,D021,960.0,3.0,7454.55,7200.000007484659,False
S1,D021,1000.0,3.0,7454.55,7200.000040159357,False
S1,D021,1020.0,3.0,7454.55,7200.000081276381,False
S1,D021,1080.0,3.0,7454.55,7200.000392625196,False
S1,D021,1140.0,3.0,7454.55,7200.000843749336,False
S1,D021,1166.666667,3.0,7454.55,7200.000914022745,False
S1,D021,1200.0,3.0,7454.55,7200.000806622241,False
S1,D021,0.0,5.0,7624.25,7200.0,False
S1,D021,60.0,5.0,7624.25,7200.0,False
S1,D021,120.0,5.0,7624.25,7200.0,False
S1,D021,166.666667,5.0,7624.25,7200.0,False
S1,D021,180.0,5.0,7624.25,7200.0,False
S1,D021,240.0,5.0,7624.25,7200.0,False
S1,D021,250.0,5.0,7624.25,7200.0,False
S1,D021,300.0,5.0,7624.25,7200.0,False
S1,D021,333.333333,5.0,7624.25,7200.0,False
S1,D021,360.0,5.0,7624.25,7200.0,False
S1,D021,420.0,5.0,7624.25,7200.0,False
S1,D021,480.0,5.0,7624.25,7200.0,False
S1,D021,500.0,5.0,7624.25,7200.0,False
S1,D021,540.0,5.0,7624.25,7200.0,False
S1,D021,600.0,5.0,7624.25,7200.0,False
S1,D021,660.0,5.0,7624.25,7200.0,False
S1,D021,666.666667,5.0,7624.25,7200.0,False
S1,D021,720.0,5.0,7624.25,7200.0,False
S1,D021,780.0,5.0,7624.25,7200.0000000000455,False
S1,D021,833.333333,5.0,7624.25,7200.000000003406,False
S1,D021,840.0,5.0,7624.25,7200.000000005588,False
S1,D021,900.0,5.0,7624.25,7200.000000306621,False
S1,D021,960.0,5.0,7624.25,7200.000007484659,False
S1,D021,1000.0,5.0,7624.25,7200.000040159357,False
S1,D021,1020.0,5.0,7624.25,7200.000081276381,False
S1,D021,1080.0,5.0,7624.25,7200.000392625196,False
S1,D021,1140.0,5.0,7624.25,7200.000843749336,False
S1,D021,1166.666667,5.0,7624.25,7200.000914022745,False
S1,D021,1200.0,5.0,7624.25,7200.000806622241,False
S1,D022,0.0,3.0,7454.55,7200.0,False
S1,D022,60.0,3.0,7454.55,7200.0,False
S1,D022,120.0,3.0,7454.55,7200.0,False
S1,D022,166.666667,3.0,7454.55,7200.0,False
S1,D022,180.0,3.0,7454.55,7200.0,False
S1,D022,240.0,3.0,7454.55,7200.0,False
S1,D022,250.0,3.0,7454.55,7200.0,False
S1,D022,300.0,3.0,7454.55,7200.0,False
S1,D022,333.333333,3.0,7454.55,7200.0,False
S1,D022,360.0,3.0,7454.55,7200.0,False
S1,D022,420.0,3.0,7454.55,7200.0,False
S1,D022,480.0,3.0,7454.55,7200.0,False
S1,D022,500.0,3.0,7454.55,7200.0,False
S1,D022,540.0,3.0,7454.55,7200.0,False
S1,D022,600.0,3.0,7454.55,7200.0,False
S1,D022,660.0,3.0,7454.55,7200.0,False
S1,D022,666.666667,3.0,7454.55,7200.0,False
S1,D022,720.0,3.0,7454.55,7200.0,False
S1,D022,780.0,3.0,7454.55,7200.0000000000455,False
S1,D022,833.333333,3.0,7454.55,7200.000000003406,False
S1,D022,840.0,3.0,7454.55,7200.000000005588,False
S1,D022,900.0,3.0,7454.55,7200.000000306621,False
S1,D022,960.0,3.0,7454.55,7200.000007484659,False
S1,D022,1000.0,3.0,7454.55,7200.000040159357,False
S1,D022,1020.0,3.0,7454.55,7200.000081276381,False
S1,D022,1080.0,3.0,7454.55,7200.000392625196,False
S1,D022,1140.0,3.0,7454.55,7200.000843749336,False
S1,D022,1166.666667,3.0,7454.55,7200.000914022745,False
S1,D022,1200.0,3.0,7454.55,7200.000806622241,False
S1,D022,0.0,5.0,7624.25,7200.0,False
S1,D022,60.0,5.0,7624.25,7200.0,False
S1,D022,120.0,5.0,7624.25,7200.0,False
S1,D022,166.666667,5.0,7624.25,7200.0,False
S1,D022,180.0,5.0,7624.25,7200.0,False
S1,D022,240.0,5.0,7624.25,7200.0,False
S1,D022,250.0,5.0,7624.25,7200.0,False
S1,D022,300.0,5.0,7624.25,7200.0,False
S1,D022,333.333333,5.0,7624.25,7200.0,False
S1,D022,360.0,5.0,7624.25,7200.0,False
S1,D022,420.0,5.0,7624.25,7200.0,False
S1,D022,480.0,5.0,7624.25,7200.0,False
S1,D022,500.0,5.0,7624.25,7200.0,False
S1,D022,540.0,5.0,7624.25,7200.0,False
S1,D022,600.0,5.0,7624.25,7200.0,False
S1,D022,660.0,5.0,7624.25,7200.0,False
S1,D022,666.666667,5.0,7624.25,7200.0,False
S1,D022,720.0,5.0,7624.25,7200.0,False
S1,D022,780.0,5.0,7624.25,7200.0000000000455,False
S1,D022,833.333333,5.0,7624.25,7200.000000003406,False
S1,D022,840.0,5.0,7624.25,7200.000000005588,False
S1,D022,900.0,5.0,7624.25,7200.000000306621,False
S1,D022,960.0,5.0,7624.25,7200.000007484659,False
S1,D022,1000.0,5.0,7624.25,7200.000040159357,False
S1,D022,1020.0,5.0,7624.25,7200.000081276381,False
S1,D022,1080.0,5.0,7624.25,7200.000392625196,False
S1,D022,1140.0,5.0,7624.25,7200.000843749336,False
S1,D022,1166.666667,5.0,7624.25,7200.000914022745,False
S1,D022,1200.0,5.0,7624.25,7200.000806622241,False
S1,D023,0.0,3.0,7454.55,7200.011477072832,False
S1,D023,60.0,3.0,7454.55,7200.223710180845,False
S1,D023,120.0,3.0,7454.55,7201.939821773708,False
S1,D023,166.666667,3.0,7454.55,7205.945270953947,False
S1,D023,180.0,3.0,7454.55,7207.482718034904,False
S1,D023,240.0,3.0,7454.55,7212.840395495689,False
S1,D023,250.0,3.0,7454.55,7212.985665556969,False
S1,D023,300.0,3.0,7454.55,7209.802094620585,False
S1,D023,333.333333,3.0,7454.55,7205.945270953947,False
S1,D023,360.0,3.0,7454.55,7203.328747475099,False
S1,D023,420.0,3.0,7454.55,7200.502879902223,False
S1,D023,480.0,3.0,7454.55,7200.0337963016755,False
S1,D023,500.0,3.0,7454.55,7200.011477072832,False
S1,D023,540.0,3.0,7454.55,7200.00101040514,False
S1,D023,600.0,3.0,7454.55,7200.000013438271,False
S1,D023,660.0,3.0,7454.55,7200.000000079508,False
S1,D023,666.666667,3.0,7454.55,7200.000000042771,False
S1,D023,720.0,3.0,7454.55,7200.000000000209,False
S1,D023,780.0,3.0,7454.55,7200.0,False
S1,D023,833.333333,3.0,7454.55,7200.0,False
S1,D023,840.0,3.0,7454.55,7200.0,False
S1,D023,900.0,3.0,7454.55,7200.0,False
S1,D023,960.0,3.0,7454.55,7200.0,False
S1,D023,1000.0,3.0,7454.55,7200.0,False
S1,D023,1020.0,3.0,7454.55,7200.0,False
S1,D023,1080.0,3.0,7454.55,7200.0,False
S1,D023,1140.0,3.0,7454.55,7200.0,False
S1,D023,1166.666667,3.0,7454.55,7200.0,False
S1,D023,1200.0,3.0,7454.55,7200.0,False
S1,D023,0.0,5.0,7624.25,7200.011477072832,False
S1,D023,60.0,5.0,7624.25,7200.223710180845,False
S1,D023,120.0,5.0,7624.25,7201.939821773708,False
S1,D023,166.666667,5.0,7624.25,7205.945270953947,False
S1,D023,180.0,5.0,7624.25,7207.482718034904,False
S1,D023,240.0,5.0,7624.25,7212.840395495689,False
S1,D023,250.0,5.0,7624.25,7212.985665556969,False
S1,D023,300.0,5.0,7624.25,7209.802094620585,False
S1,D023,333.333333,5.0,7624.25,7205.945270953947,False
S1,D023,360.0,5.0,7624.25,7203.328747475099,False
S1,D023,420.0,5.0,7624.25,7200.502879902223,False
S1,D023,480.0,5.0,7624.25,7200.0337963016755,False
S1,D023,500.0,5.0,7624.25,7200.011477072832,False
S1,D023,540.0,5.0,7624.25,7200.00101040514,False
S1,D023,600.0,5.0,7624.25,7200.000013438271,False
S1,D023,660.0,5.0,7624.25,7200.000000079508,False
S1,D023,666.666667,5.0,7624.25,7200.000000042771,False
S1,D023,720.0,5.0,7624.25,7200.000000000209,False
S1,D023,780.0,5.0,7624.25,7200.0,False
S1,D023,833.333333,5.0,7624.25,7200.0,False
S1,D023,840.0,5.0,7624.25,7200.0,False
S1,D023,900.0,5.0,7624.25,7200.0,False
S1,D023,960.0,5.0,7624.25,7200.0,False
S1,D023,1000.0,5.0,7624.25,7200.0,False
S1,D023,1020.0,5.0,7624.25,7200.0,False
S1,D023,1080.0,5.0,7624.25,7200.0,False
S1,D023,1140.0,5.0,7624.25,7200.0,False
S1,D023,1166.666667,5.0,7624.25,7200.0,False
S1,D023,1200.0,5.0,7624.25,7200.0,False
S1,D024,0.0,3.0,7454.55,7200.011477072832,False
S1,D024,60.0,3.0,7454.55,7200.223710180845,False
S1,D024,120.0,3.0,7454.55,7201.939821773708,False
S1,D024,166.666667,3.0,7454.55,7205.945270953947,False
S1,D024,180.0,3.0,7454.55,7207.482718034904,False
S1,D024,240.0,3.0,7454.55,7212.840395495689,False
S1,D024,250.0,3.0,7454.55,7212.985665556969,False
S1,D024,300.0,3.0,7454.55,7209.802094620585,False
S1,D024,333.333333,3.0,7454.55,7205.945270953947,False
S1,D024,360.0,3.0,7454.55,7203.328747475099,False
S1,D024,420.0,3.0,7454.55,7200.502879902223,False
S1,D024,480.0,3.0,7454.55,7200.0337963016755,False
S1,D024,500.0,3.0,7454.55,7200.011477072832,False
S1,D024,540.0,3.0,7454.55,7200.00101040514,False
S1,D024,600.0,3.0,7454.55,7200.000013438271,False
S1,D024,660.0,3.0,7454.55,7200.000000079508,False
S1,D024,666.666667,3.0,7454.55,7200.000000042771,False
S1,D024,720.0,3.0,7454.55,7200.000000000209,False
S1,D024,780.0,3.0,7454.55,7200.0,False
S1,D024,833.333333,3.0,7454.55,7200.0,False
S1,D024,840.0,3.0,7454.55,7200.0,False
S1,D024,900.0,3.0,7454.55,7200.0,False
S1,D024,960.0,3.0,7454.55,7200.0,False
S1,D024,1000.0,3.0,7454.55,7200.0,False
S1,D024,1020.0,3.0,7454.55,7200.0,False
S1,D024,1080.0,3.0,7454.55,7200.0,False
S1,D024,1140.0,3.0,7454.55,7200.0,False
S1,D024,1166.666667,3.0,7454.55,7200.0,False
S1,D024,1200.0,3.0,7454.55,7200.0,False
S1,D024,0.0,5.0,7624.25,7200.011477072832,False
S1,D024,60.0,5.0,7624.25,7200.223710180845,False
S1,D024,120.0,5.0,7624.25,7201.939821773708,False
S1,D024,166.666667,5.0,7624.25,7205.945270953947,False
S1,D024,180.0,5.0,7624.25,7207.482718034904,False
S1,D024,240.0,5.0,7624.25,7212.840395495689,False
S1,D024,250.0,5.0,7624.25,7212.985665556969,False
S1,D024,300.0,5.0,7624.25,7209.802094620585,False
S1,D024,333.333333,5.0,7624.25,7205.945270953947,False
S1,D024,360.0,5.0,7624.25,7203.328747475099,False
S1,D024,420.0,5.0,7624.25,7200.502879902223,False
S1,D024,480.0,5.0,7624.25,7200.0337963016755,False
S1,D024,500.0,5.0,7624.25,7200.011477072832,False
S1,D024,540.0,5.0,7624.25,7200.00101040514,False
S1,D024,600.0,5.0,7624.25,7200.000013438271,False
S1,D024,660.0,5.0,7624.25,7200.000000079508,False
S1,D024,666.666667,5.0,7624.25,7200.000000042771,False
S1,D024,720.0,5.0,7624.25,7200.000000000209,False
S1,D024,780.0,5.0,7624.25,7200.0,False
S1,D024,833.333333,5.0,7624.25,7200.0,False
S1,D024,840.0,5.0,7624.25,7200.0,False
S1,D024,900.0,5.0,7624.25,7200.0,False
S1,D024,960.0,5.0,7624.25,7200.0,False
S1,D024,1000.0,5.0,7624.25,7200.0,False
S1,D024,1020.0,5.0,7624.25,7200.0,False
S1,D024,1080.0,5.0,7624.25,7200.0,False
S1,D024,1140.0,5.0,7624.25,7200.0,False
S1,D024,1166.666667,5.0,7624.25,7200.0,False
S1,D024,1200.0,5.0,7624.25,7200.0,False
