candidate_source_id,x_m,y_m,Q_hat_Bq_s,J,description,relative_likelihood,normalized_likelihood
CS_00200,-50.0,0.0,9.888064749910807,4.614303047841027,synthetic inverse modeling grid point,1.0,0.6595673807823941
CS_00201,-50.0,50.0,2.982799735987572,78.29203932267343,synthetic inverse modeling grid point,1.0024964614719146e-16,6.61213965336649e-17
CS_00202,-50.0,100.0,0.9066707970979996,98.71179807711333,synthetic inverse modeling grid point,3.6896789108584885e-21,2.43359185516297e-21
CS_00203,-50.0,150.0,0.4772479097995358,102.20380975452537,synthetic inverse modeling grid point,6.437361122329832e-22,4.2458734146055e-22
CS_00204,-50.0,200.0,0.38678577116065244,103.04782842452593,synthetic inverse modeling grid point,4.221157407090131e-22,2.78413773486464e-22
CS_00205,-50.0,250.0,0.46849730509066184,103.28204392665808,synthetic inverse modeling grid point,3.75467453537828e-22,2.4764608489898048e-22
CS_00206,-50.0,300.0,0.8424425627652571,103.30985538948245,synthetic inverse modeling grid point,3.7028243824161186e-22,2.4422621794073853e-22
CS_00207,-50.0,350.0,2.246636004649038,103.18926702350359,synthetic inverse modeling grid point,3.932951091828889e-22,2.5940462503828374e-22
CS_00208,-50.0,400.0,8.903077502123852,102.80089199702117,synthetic inverse modeling grid point,4.775876757811058e-22,3.150012524088952e-22
CS_00209,-50.0,450.0,52.83784046810981,101.63442477442042,synthetic inverse modeling grid point,8.557526452617825e-22,5.644265308329191e-22
CS_00210,-50.0,500.0,479.8903311761031,97.70286088063182,synthetic inverse modeling grid point,6.110496538913826e-21,4.030284197451277e-21
CS_00211,0.0,-500.0,1038.4589649041814,83.39886575599782,synthetic inverse modeling grid point,7.800987434223711e-18,5.145276849507302e-18
CS_00212,0.0,-450.0,92.54985482146276,90.02299662296707,synthetic inverse modeling grid point,2.8427445584164194e-19,1.8749815826281213e-19
CS_00213,0.0,-400.0,13.103329160756148,91.87057896909073,synthetic inverse modeling grid point,1.1286009928401388e-19,7.443884007959799e-20
CS_00214,0.0,-350.0,2.8920429180217764,92.43600593118953,synthetic inverse modeling grid point,8.506668779707451e-20,5.610721246215008e-20
CS_00215,0.0,-300.0,0.9856515015374733,92.60991069817939,synthetic inverse modeling grid point,7.798239746577396e-20,5.143464564363214e-20
CS_00216,0.0,-250.0,0.517454496515029,92.5982554602063,synthetic inverse modeling grid point,7.843817592757481e-20,5.1735262249899156e-20
CS_00217,0.0,-200.0,0.41869190512857657,92.35702116481154,synthetic inverse modeling grid point,8.849339304689299e-20,5.836735546848614e-20
CS_00218,0.0,-150.0,0.5250989095468404,91.42174815091725,synthetic inverse modeling grid point,1.412546657496373e-19,9.316696991178084e-20
CS_00219,0.0,-100.0,1.0484676101034587,87.30077841928929,synthetic inverse modeling grid point,1.1088173403429893e-18,7.313397489361259e-19
CS_00220,0.0,-50.0,3.6888474946309175,62.48366362250205,synthetic inverse modeling grid point,2.7153637480445807e-13,1.790965355169229e-13
CS_00221,0.0,0.0,10.393074746448814,7.017066329981098,synthetic inverse modeling grid point,0.30077835696625665,0.19838359310026588
CS_00222,0.0,50.0,3.305307669221995,76.07965680032537,synthetic inverse modeling grid point,3.0303696587353703e-16,1.9987329786145257e-16
CS_00223,0.0,100.0,0.9022108802921581,98.75931977991027,synthetic inverse modeling grid point,3.6030423537819175e-21,2.3764492081319716e-21
CS_00224,0.0,150.0,0.4479386129472071,102.32168939311177,synthetic inverse modeling grid point,6.06890912578005e-22,4.0028544962971164e-22
CS_00225,0.0,200.0,0.35642064262153567,103.12114667844295,synthetic inverse modeling grid point,4.0692155062475056e-22,2.683921813294771e-22
CS_00226,0.0,250.0,0.44025294963501527,103.32682556685158,synthetic inverse modeling grid point,3.671538508561553e-22,2.421627037533641e-22
CS_00227,0.0,300.0,0.8385753028980192,103.33674226427469,synthetic inverse modeling grid point,3.6533787986204264e-22,2.4096494852120044e-22
CS_00228,0.0,350.0,2.461478938943129,103.18839408330993,synthetic inverse modeling grid point,3.934668082052952e-22,2.5951787211277517e-22
CS_00229,0.0,400.0,11.166886873441525,102.70487779680425,synthetic inverse modeling grid point,5.010745324450453e-22,3.304924169415413e-22
CS_00230,0.0,450.0,79.20142150550875,101.11163052215011,synthetic inverse modeling grid point,1.1114030384125246e-21,7.330451910393434e-22
CS_00231,0.0,500.0,902.1013072852801,95.1897181352191,synthetic inverse modeling grid point,2.1468342521910346e-20,1.4159818446915706e-20
CS_00232,50.0,-500.0,2134.7467589583134,79.2909039723015,synthetic inverse modeling grid point,6.083901100951607e-17,4.0127427140937756e-17
CS_00233,50.0,-450.0,149.3043101450855,89.0666086630113,synthetic inverse modeling grid point,4.585797188020285e-19,3.024642240101807e-19
CS_00234,50.0,-400.0,17.183113677808635,91.7030275757777,synthetic inverse modeling grid point,1.2272237481300124e-19,8.094367531880648e-20
CS_00235,50.0,-350.0,3.2421322335362412,92.42526971977455,synthetic inverse modeling grid point,8.552456263007652e-20,5.64092117664794e-20
CS_00236,50.0,-300.0,0.9887443068948555,92.63816749272368,synthetic inverse modeling grid point,7.688837774495537e-20,5.071306592184754e-20
CS_00237,50.0,-250.0,0.485611372496432,92.64700377955194,synthetic inverse modeling grid point,7.654942319147823e-20,5.0489502554806354e-20
CS_00238,50.0,-200.0,0.38417491097629214,92.43748372868247,synthetic inverse modeling grid point,8.500385534436456e-20,5.606577022588804e-20
CS_00239,50.0,-150.0,0.4922888258846369,91.55437168619528,synthetic inverse modeling grid point,1.3219163283504533e-19,8.718928903035878e-20
CS_00240,50.0,-100.0,1.0521471950478636,87.28978841493034,synthetic inverse modeling grid point,1.1149270651467548e-18,7.353695241222468e-19
CS_00241,50.0,-50.0,4.179777333157377,58.967646071369444,synthetic inverse modeling grid point,1.5751485797294134e-12,1.0389166230752374e-12
CS_00242,50.0,0.0,10.059649454106218,17.551326280088514,synthetic inverse modeling grid point,0.0015515332923698682,0.0010233407498450786
CS_00243,50.0,50.0,3.7576409333407734,72.86931880383693,synthetic inverse modeling grid point,1.5087304218071927e-15,9.951093726180868e-16
CS_00244,50.0,100.0,0.9053350481806396,98.75422531503945,synthetic inverse modeling grid point,3.6122318390403656e-21,2.3825102928546245e-21
CS_00245,50.0,150.0,0.41982585236526043,102.43533366434028,synthetic inverse modeling grid point,5.73367529368123e-22,3.781745195710053e-22
CS_00246,50.0,200.0,0.3269775941667629,103.18977642841979,synthetic inverse modeling grid point,3.9319494870792495e-22,2.5933856245615386e-22
CS_00247,50.0,250.0,0.4131146346821968,103.36837027138029,synthetic inverse modeling grid point,3.596058678172772e-22,2.3718430035022135e-22
CS_00248,50.0,300.0,0.8411522302266856,103.36082750132064,synthetic inverse modeling grid point,3.609646406209806e-22,2.3808050256943836e-22
CS_00249,50.0,350.0,2.7595150596014952,103.17922960130721,synthetic inverse modeling grid point,3.9527390506122403e-22,2.6070977425286026e-22
CS_00250,50.0,400.0,14.649316020072039,102.5612429304547,synthetic inverse modeling grid point,5.383841240131868e-22,3.5510060653020127e-22
CS_00251,50.0,450.0,128.04340448501932,100.27834175359177,synthetic inverse modeling grid point,1.6858461433685343e-21,1.1119291251836847e-21
CS_00252,50.0,500.0,1874.1754464279127,91.2474037665861,synthetic inverse modeling grid point,1.5412078196748002e-19,1.0165304048642523e-19
CS_00253,100.0,-500.0,4643.631780243218,75.29349666071913,synthetic inverse modeling grid point,4.489604806297515e-16,2.9611968828377e-16
CS_00254,100.0,-450.0,264.4217367845854,87.47319392483108,synthetic inverse modeling grid point,1.017233040038863e-18,6.709337318637451e-19
CS_00255,100.0,-400.0,23.8223892992501,91.44615467731252,synthetic inverse modeling grid point,1.3954137302846366e-19,9.20369379191628e-20
CS_00256,100.0,-350.0,3.7403014825939493,92.40119755973961,synthetic inverse modeling grid point,8.656016289114086e-20,5.709225991820716e-20
CS_00257,100.0,-300.0,1.0017192507849502,92.66295914348579,synthetic inverse modeling grid point,7.594116570685017e-20,5.008831575882894e-20
CS_00258,100.0,-250.0,0.4551456357568352,92.69218180179223,synthetic inverse modeling grid point,7.483963137599876e-20,4.9361779645387384e-20
CS_00259,100.0,-200.0,0.3507520901084316,92.51224989722724,synthetic inverse modeling grid point,8.188481201518529e-20,5.400855098671448e-20
CS_00260,100.0,-150.0,0.4609410676469812,91.68252120247861,synthetic inverse modeling grid point,1.2398714310051839e-19,8.17778752255008e-20
CS_00261,100.0,-100.0,1.0670310757650252,87.21389265068628,synthetic inverse modeling grid point,1.1580492083093675e-18,7.638114831417346e-19
CS_00262,100.0,-50.0,4.864202765016948,54.26444701188652,synthetic inverse modeling grid point,1.6542769760775533e-11,1.0911071322000911e-11
CS_00263,100.0,0.0,8.800581581805028,34.927299793890036,synthetic inverse modeling grid point,2.6158714119509065e-07,1.7253434556440024e-07
CS_00264,100.0,50.0,4.395060051078114,68.43551280910086,synthetic inverse modeling grid point,1.3848425090366568e-14,9.133969464814266e-15
CS_00265,100.0,100.0,0.9182516873378079,98.69021263867728,synthetic inverse modeling grid point,3.7297162465716986e-21,2.4599991758128372e-21
CS_00266,100.0,150.0,0.3929806562319272,102.54496917643635,synthetic inverse modeling grid point,5.427827607279473e-22,3.580018038271691e-22
CS_00267,100.0,200.0,0.29848013746141444,103.25352544407623,synthetic inverse modeling grid point,3.808596877744618e-22,2.512026267110022e-22
CS_00268,100.0,250.0,0.3871570966976424,103.40686409340566,synthetic inverse modeling grid point,3.5275074724588023e-22,2.3266288642999754e-22
CS_00269,100.0,300.0,0.8521420131832474,103.38195633209094,synthetic inverse modeling grid point,3.5717133253911253e-22,2.3557856029337994e-22
CS_00270,100.0,350.0,3.183702862691227,103.15868024455257,synthetic inverse modeling grid point,3.993561532872876e-22,2.6340229202302855e-22
CS_00271,100.0,400.0,20.32138313251877,102.34071540515889,synthetic inverse modeling grid point,6.01144929788376e-22,3.9649558681113535e-22
CS_00272,100.0,450.0,227.57546173451573,98.87570293828577,synthetic inverse modeling grid point,3.3993594188559095e-21,2.242106588232754e-21
CS_00273,100.0,500.0,4149.605846199831,86.6069366449622,synthetic inverse modeling grid point,1.5686492133002626e-18,1.0346298529828173e-18
CS_00274,150.0,-500.0,8924.062498040023,79.65337765353293,synthetic inverse modeling grid point,5.075419989486747e-17,3.34758146883638e-17
CS_00275,150.0,-450.0,526.0228776678198,84.70048792811971,synthetic inverse modeling grid point,4.069170758085215e-18,2.6838922988665742e-18
CS_00276,150.0,-400.0,35.42339382914833,91.03617026904294,synthetic inverse modeling grid point,1.7128919763911278e-19,1.1297676744314747e-19
CS_00277,150.0,-350.0,4.474057664851076,92.35779748886723,synthetic inverse modeling grid point,8.845904993777355e-20,5.834470387395631e-20
CS_00278,150.0,-300.0,1.0280283783454327,92.68390812179463,synthetic inverse modeling grid point,7.514987222250184e-20,4.956640438792713e-20
CS_00279,150.0,-250.0,0.42617002131453796,92.73404133916095,synthetic inverse modeling grid point,7.32895333843744e-20,4.8339385573095656e-20
CS_00280,150.0,-200.0,0.31845480654904845,92.58123620422742,synthetic inverse modeling grid point,7.910850369979991e-20,5.2177388582891364e-20
CS_00281,150.0,-150.0,0.43117162934748066,91.80525600090805,synthetic inverse modeling grid point,1.166071364211431e-19,7.691026354982867e-20
CS_00282,150.0,-100.0,1.0969701095266058,87.0615299669723,synthetic inverse modeling grid point,1.2497183604993045e-18,8.242734657501941e-19
CS_00283,150.0,-50.0,5.8115996239599985,48.38219877957121,synthetic inverse modeling grid point,3.1327244713621945e-10,2.0662428742892727e-10
CS_00284,150.0,0.0,7.000739038553543,54.25623867525788,synthetic inverse modeling grid point,1.6610803587899634e-11,1.0955944215161757e-11
CS_00285,150.0,50.0,5.288060767798426,62.67468564090886,synthetic inverse modeling grid point,2.4680167981179467e-13,1.627823375261605e-13
CS_00286,150.0,100.0,0.9442943137223324,98.55800595530286,synthetic inverse modeling grid point,3.984594295457283e-21,2.628108422935229e-21
CS_00287,150.0,150.0,0.36750024979080087,102.6498766370412,synthetic inverse modeling grid point,5.150455983640691e-22,3.3970727629649e-22
CS_00288,150.0,200.0,0.27095346465494424,103.31233002667491,synthetic inverse modeling grid point,3.698245642213503e-22,2.439242191724663e-22
CS_00289,150.0,250.0,0.3624750365858093,103.44252283910458,synthetic inverse modeling grid point,3.465171582716057e-22,2.285514144773613e-22
CS_00290,150.0,300.0,0.8744806917546496,103.399808008142,synthetic inverse modeling grid point,3.539974648638596e-22,2.3348518070386344e-22
CS_00291,150.0,350.0,3.808645210919493,103.12162357659238,synthetic inverse modeling grid point,4.0682453212496808e-22,2.6832819109168815e-22
CS_00292,150.0,400.0,30.2454357144278,101.98792263555981,synthetic inverse modeling grid point,7.171122891262863e-22,4.729838742658916e-22
CS_00293,150.0,450.0,455.5682707832473,96.38530167057623,synthetic inverse modeling grid point,1.1808122492685652e-20,7.78825242445835e-21
CS_00294,150.0,500.0,8197.444367510187,87.74502668328789,synthetic inverse modeling grid point,8.87958613201995e-19,5.856685367528069e-19
CS_00295,200.0,-500.0,12325.943101218943,95.74919888639621,synthetic inverse modeling grid point,1.6229637297162933e-20,1.070453936313801e-20
CS_00296,200.0,-450.0,1197.0324264837268,79.99668170323633,synthetic inverse modeling grid point,4.2748852212638577e-17,2.8195748485343677e-17
CS_00297,200.0,-400.0,57.60820553723963,90.3439579221089,synthetic inverse modeling grid point,2.421263060291281e-19,1.5969861348614845e-19
CS_00298,200.0,-350.0,5.6050596415168075,92.28467444596379,synthetic inverse modeling grid point,9.175309816344605e-20,6.051735063433401e-20
CS_00299,200.0,-300.0,1.0730207429422656,92.70033436887115,synthetic inverse modeling grid point,7.453518474547492e-20,4.916097657870475e-20
CS_00300,200.0,-250.0,0.39883066428860403,92.77282326839362,synthetic inverse modeling grid point,7.188206878528647e-20,4.7411067833931286e-20
CS_00301,200.0,-200.0,0.28731695109684596,92.64458205327827,synthetic inverse modeling grid point,7.664217020680556e-20,5.0550675460781186e-20
CS_00302,200.0,-150.0,0.4031323487372776,91.92081297704131,synthetic inverse modeling grid point,1.1006069521194735e-19,7.25924444680335e-20
CS_00303,200.0,-100.0,1.1479410922924786,86.81850282676416,synthetic inverse modeling grid point,1.4111878329130604e-18,9.3077346274645e-19
CS_00304,200.0,-50.0,7.066278574365159,42.01567430206184,synthetic inverse modeling grid point,7.557800508532821e-09,4.9848786858888396e-09
CS_00305,200.0,0.0,5.147047243326448,71.40564306666523,synthetic inverse modeling grid point,3.1364964148066666e-15,2.0687307251474025e-15
CS_00306,200.0,50.0,6.489577529403604,56.01824283582101,synthetic inverse modeling grid point,6.8829767253285344e-12,4.539786930711122e-12
CS_00307,200.0,100.0,0.9886543470123951,98.34556925248287,synthetic inverse modeling grid point,4.431126543796757e-21,2.9226265284073697e-21
CS_00308,200.0,150.0,0.3435131791153234,102.7485941752368,synthetic inverse modeling grid point,4.902407848979256e-22,3.233468304478299e-22
CS_00309,200.0,200.0,0.24442483806465548,103.3663129857149,synthetic inverse modeling grid point,3.5997596413162916e-22,2.374284038069157e-22
CS_00310,200.0,250.0,0.3391916411036432,103.47555277034742,synthetic inverse modeling grid point,3.4084143549981433e-22,2.2480789287472385e-22
CS_00311,200.0,300.0,0.9127185886687786,103.41380413161802,synthetic inverse modeling grid point,3.515288167004977e-22,2.318569409006816e-22
CS_00312,200.0,350.0,4.77223274037775,103.05916417024243,synthetic inverse modeling grid point,4.1973000975582494e-22,2.768402231704182e-22
CS_00313,200.0,400.0,49.26397153379761,101.38993051833616,synthetic inverse modeling grid point,9.670290115532722e-22,6.3782079229077925e-22
CS_00314,200.0,450.0,1048.8237528578231,91.94948555052095,synthetic inverse modeling grid point,1.0849409000912634e-19,7.155916277768877e-20
CS_00315,200.0,500.0,11722.686076501408,99.15836860416437,synthetic inverse modeling grid point,2.951324860278359e-21,1.9465976079317624e-21
CS_00316,250.0,-500.0,14760.637421411602,107.63839553128228,synthetic inverse modeling grid point,4.25209114966687e-23,2.804540622433777e-23
CS_00317,250.0,-450.0,2953.642049593904,75.1549772016155,synthetic inverse modeling grid point,4.811574700094976e-16,3.1735577223804766e-16
CS_00318,250.0,-400.0,105.26878242341094,89.08657940887996,synthetic inverse modeling grid point,4.540234153424341e-19,2.9945903487128635e-19
CS_00319,250.0,-350.0,7.455444522121909,92.16263780943328,synthetic inverse modeling grid point,9.752605490301815e-20,6.432500459042365e-20
CS_00320,250.0,-300.0,1.145371561867839,92.71107983134885,synthetic inverse modeling grid point,7.413580108126887e-20,4.8897556141377095e-20
CS_00321,250.0,-250.0,0.373322652183845,92.80870607285088,synthetic inverse modeling grid point,7.060390399641769e-20,4.656803203192882e-20
CS_00322,250.0,-200.0,0.25737580421066614,92.70265032473891,synthetic inverse modeling grid point,7.444892459955433e-20,4.9104082200194e-20
CS_00323,250.0,-150.0,0.3770232795506754,92.02700159107036,synthetic inverse modeling grid point,1.0436952025691731e-19,6.883873110936998e-20
CS_00324,250.0,-100.0,1.2297310616186465,86.46093578626254,synthetic inverse modeling grid point,1.687444584958213e-18,1.1129834051163226e-18
CS_00325,250.0,-50.0,8.50882916411786,37.48026490816953,synthetic inverse modeling grid point,7.298726010307232e-08,4.814001597666675e-08
CS_00326,250.0,0.0,3.5014021183613395,85.33188242361564,synthetic inverse modeling grid point,2.9675656967373166e-18,1.9573095338967125e-18
CS_00327,250.0,50.0,7.908050837125203,50.28174585055856,synthetic inverse modeling grid point,1.2118274730933733e-10,7.992818723883434e-11
CS_00328,250.0,100.0,1.059865209656513,98.03180962070152,synthetic inverse modeling grid point,5.1837755759922866e-21,3.419049279220979e-21
CS_00329,250.0,150.0,0.32118917623941107,102.83927443847894,synthetic inverse modeling grid point,4.685095738295737e-22,3.0901363248224765e-22
CS_00330,250.0,200.0,0.2189243772083682,103.41578601809013,synthetic inverse modeling grid point,3.5118064413542303e-22,2.31627297633875e-22
CS_00331,250.0,250.0,0.317471831172597,103.50610698174913,synthetic inverse modeling grid point,3.356739375715994e-22,2.2139957980101272e-22
CS_00332,250.0,300.0,0.9742366879878435,103.42295914654844,synthetic inverse modeling grid point,3.4992336819739004e-22,2.307980394365059e-22
CS_00333,250.0,350.0,6.349443694635138,102.95485627303026,synthetic inverse modeling grid point,4.422014817435461e-22,2.9166167309168437e-22
CS_00334,250.0,400.0,90.27450674798794,100.29580524333382,synthetic inverse modeling grid point,1.6711898455996346e-21,1.1022623092522847e-21
CS_00335,250.0,450.0,2644.8907315510405,86.30944626613339,synthetic inverse modeling grid point,1.8202248997518684e-18,1.2005609695642357e-18
CS_00336,250.0,500.0,14460.307958186313,108.59757090669154,synthetic inverse modeling grid point,2.63220845205963e-23,1.7361188343982503e-23
CS_00337,300.0,-500.0,19338.132744773775,112.08727368928844,synthetic inverse modeling grid point,4.5977033686441964e-24,3.032495168471043e-24
CS_00338,300.0,-450.0,5711.0476592416,84.16828020903846,synthetic inverse modeling grid point,5.309741186501388e-18,3.502132087013122e-18
CS_00339,300.0,-400.0,224.44333907398675,86.60271177013172,synthetic inverse modeling grid point,1.571966389019323e-18,1.036817753883433e-18
CS_00340,300.0,-350.0,10.730307090699444,91.95334204792081,synthetic inverse modeling grid point,1.0828508798980934e-19,7.142131186322963e-20
CS_00341,300.0,-300.0,1.2599436029479298,92.71418017397517,synthetic inverse modeling grid point,7.40209669184632e-20,4.8821815273391017e-20
CS_00342,300.0,-250.0,0.34991536386643013,92.84176424487282,synthetic inverse modeling grid point,6.944647794358318e-20,4.580463156181146e-20
CS_00343,300.0,-200.0,0.22867311856044684,92.75596297507505,synthetic inverse modeling grid point,7.249060659488245e-20,4.781243952311356e-20
CS_00344,300.0,-150.0,0.3531163116636465,92.12154439328707,synthetic inverse modeling grid point,9.955062215377908e-20,6.566034310922585e-20
CS_00345,300.0,-100.0,1.3594014082131995,85.93798586729598,synthetic inverse modeling grid point,2.191727978894369e-18,1.4455922824268495e-18
CS_00346,300.0,-50.0,9.664421302086698,38.51514463621095,synthetic inverse modeling grid point,4.350365870686133e-08,2.8693594227735722e-08
CS_00347,300.0,0.0,2.14341097824154,96.81007840200567,synthetic inverse modeling grid point,9.548645154529074e-21,6.2979748745932405e-21
CS_00348,300.0,50.0,9.117718226086849,48.732312193728035,synthetic inverse modeling grid point,2.629638428279817e-10,1.7344237305452505e-10
CS_00349,300.0,100.0,1.1728739796307872,97.57116963875197,synthetic inverse modeling grid point,6.5263880425910195e-21,4.304592667221295e-21
CS_00350,300.0,150.0,0.30075887418383124,102.91998768754293,synthetic inverse modeling grid point,4.499785486701073e-22,2.9679117275460574e-22
CS_00351,300.0,200.0,0.1944860649075899,103.46119560419245,synthetic inverse modeling grid point,3.432969972427799e-22,2.264275013018811e-22
CS_00352,300.0,250.0,0.2975438082625709,103.53425008298956,synthetic inverse modeling grid point,3.3098356258596127e-22,2.1830596145684807e-22
CS_00353,300.0,300.0,1.0716824149930115,103.42560048596775,synthetic inverse modeling grid point,3.4946154003267045e-22,2.3049343264353023e-22
CS_00354,300.0,350.0,9.142837553978254,102.77576615423727,synthetic inverse modeling grid point,4.836254186445036e-22,3.1898355065514405e-22
CS_00355,300.0,400.0,193.5447696463413,98.10116926404021,synthetic inverse modeling grid point,5.007084676233774e-21,3.302509725259172e-21
CS_00356,300.0,450.0,5302.572371583798,90.69013857903983,synthetic inverse modeling grid point,2.036431479406138e-19,1.3431637770147223e-19
CS_00357,300.0,500.0,19233.230761686955,112.29679094509031,synthetic inverse modeling grid point,4.140424352683005e-24,2.7308888456267693e-24
CS_00358,350.0,-500.0,28095.392051717397,113.23433166391463,synthetic inverse modeling grid point,2.590958601955407e-24,1.7089117788073414e-24
CS_00359,350.0,-450.0,7022.662388951945,103.23410808761018,synthetic inverse modeling grid point,3.845753397839721e-22,2.5365334957481374e-22
CS_00360,350.0,-400.0,583.5069022754361,81.49228523388179,synthetic inverse modeling grid point,2.0237566012175315e-17,1.3348038408061273e-17
CS_00361,350.0,-350.0,17.167990777772392,91.57216594365026,synthetic inverse modeling grid point,1.3102072345075722e-19,8.641699539463035e-20
CS_00362,350.0,-300.0,1.443966760153397,92.7061785241597,synthetic inverse modeling grid point,7.431770504944399e-20,4.901753406522028e-20
CS_00363,350.0,-250.0,0.32899594027382445,92.87194839871096,synthetic inverse modeling grid point,6.840625565835058e-20,4.511853487370912e-20
CS_00364,350.0,-200.0,0.2012562511117373,92.80507911313572,synthetic inverse modeling grid point,7.07320589222476e-20,4.665255884069282e-20
CS_00365,350.0,-150.0,0.33179836108572236,92.20233457982359,synthetic inverse modeling grid point,9.560940433112648e-20,6.306084439284599e-20
CS_00366,350.0,-100.0,1.5686949800883798,85.14995056821188,synthetic inverse modeling grid point,3.2501719859891836e-18,2.143707423891198e-18
CS_00367,350.0,-50.0,9.94860971439925,46.4989880877426,synthetic inverse modeling grid point,8.032601193926164e-10,5.298041730347411e-10
CS_00368,350.0,0.0,1.1131862166084294,106.55555833838415,synthetic inverse modeling grid point,7.306975892656817e-23,4.8194429509597527e-23
CS_00369,350.0,50.0,9.55037646436719,53.16400098497164,synthetic inverse modeling grid point,2.8679200746337603e-11,1.8915865319194376e-11
CS_00370,350.0,100.0,1.3556320707117526,96.87331643695299,synthetic inverse modeling grid point,9.25144965143257e-21,6.1019544150355734e-21
CS_00371,350.0,150.0,0.28255041703615114,102.98894696793349,synthetic inverse modeling grid point,4.3472787986387735e-22,2.8673232907490086e-22
CS_00372,350.0,200.0,0.17114879369834818,103.50301952039966,synthetic inverse modeling grid point,3.36192527904654e-22,2.217416250686846e-22
CS_00373,350.0,250.0,0.2797359910161993,103.55994131947939,synthetic inverse modeling grid point,3.2675906532535065e-22,2.1551962086354473e-22
CS_00374,350.0,300.0,1.2282312941910292,103.41878331400858,synthetic inverse modeling grid point,3.506547421491687e-22,2.31280429838253e-22
CS_00375,350.0,350.0,14.640760909554071,102.44894587995904,synthetic inverse modeling grid point,5.694783781531903e-22,3.7560936229070553e-22
CS_00376,350.0,400.0,509.25146125231237,93.39856386469941,synthetic inverse modeling grid point,5.257057457296928e-20,3.467383617731888e-20
CS_00377,350.0,450.0,6795.9852677016415,105.02630837749389,synthetic inverse modeling grid point,1.569676239228391e-22,1.0353072457842285e-22
CS_00378,350.0,500.0,28070.40297010013,113.26672330249791,synthetic inverse modeling grid point,2.5493338876799837e-24,1.681457475036885e-24
CS_00379,400.0,-500.0,43559.54353893263,113.42968013703995,synthetic inverse modeling grid point,2.3498551483531107e-24,1.5498878054172855e-24
CS_00380,400.0,-450.0,8545.607902969121,111.39230251904002,synthetic inverse modeling grid point,6.508067077656134e-24,4.292508756365786e-24
CS_00381,400.0,-400.0,1751.5473093536295,75.11079189184883,synthetic inverse modeling grid point,4.91905808432594e-16,3.2444502565953217e-16
CS_00382,400.0,-350.0,31.77392441334936,90.80773233625258,synthetic inverse modeling grid point,1.9201477240341153e-19,1.2664668050564567e-19
CS_00383,400.0,-300.0,1.751682259202483,92.68055379775687,synthetic inverse modeling grid point,7.527601648653233e-20,4.964960502975444e-20
CS_00384,400.0,-250.0,0.3111482675791341,92.8990870320145,synthetic inverse modeling grid point,6.74842988228158e-20,4.451044221850102e-20
CS_00385,400.0,-200.0,0.1751791720148837,92.85044771293941,synthetic inverse modeling grid point,6.914561341630646e-20,4.5606191133585224e-20
CS_00386,400.0,-150.0,0.313651358812964,92.26760544946795,synthetic inverse modeling grid point,9.253951588590451e-20,6.103604611173679e-20
CS_00387,400.0,-100.0,1.92158005286591,83.90910209566889,synthetic inverse modeling grid point,6.0443995552616564e-18,3.986688783066198e-18
CS_00388,400.0,-50.0,9.330195701518122,58.43371407620942,synthetic inverse modeling grid point,2.0571378052540644e-12,1.356820994119866e-12
CS_00389,400.0,0.0,0.44309914621615293,114.40078631908821,synthetic inverse modeling grid point,1.445999237230758e-24,9.537339295136309e-25
CS_00390,400.0,50.0,9.107970083577015,61.87055158988728,synthetic inverse modeling grid point,3.689466759168502e-13,2.4334519268284767e-13
CS_00391,400.0,100.0,1.6648326248148047,95.76489200192088,synthetic inverse modeling grid point,1.610278882340871e-20,1.0620874247547693e-20
CS_00392,400.0,150.0,0.2670575676594606,103.0446534889209,synthetic inverse modeling grid point,4.227863680151199e-22,2.78856097382234e-22
CS_00393,400.0,200.0,0.14895727413144108,103.5416416897062,synthetic inverse modeling grid point,3.2976257008768843e-22,2.1750063463280733e-22
CS_00394,400.0,250.0,0.26454412632749846,103.58303608506982,synthetic inverse modeling grid point,3.230075550648311e-22,2.130452470670356e-22
CS_00395,400.0,300.0,1.4900601244373344,103.39694939302267,synthetic inverse modeling grid point,3.5450379788310166e-22,2.338191414471686e-22
CS_00396,400.0,350.0,27.14337153970699,101.79090757975374,synthetic inverse modeling grid point,7.913496978004643e-22,5.219484474611914e-22
CS_00397,400.0,400.0,1570.326796530282,86.16605523314067,synthetic inverse modeling grid point,1.955518902012171e-18,1.2897964802706308e-18
CS_00398,400.0,450.0,8477.130855568304,111.71248835831668,synthetic inverse modeling grid point,5.54529364778003e-24,3.657494806935523e-24
CS_00399,400.0,500.0,43556.000194591215,113.432611982328,synthetic inverse modeling grid point,2.3464129660838664e-24,1.5476174542737843e-24
CS_00400,450.0,-500.0,71021.16851656654,113.44838469283404,synthetic inverse modeling grid point,2.327981095532741e-24,1.5354603936914585e-24
CS_00401,450.0,-450.0,12009.3711693209,113.20367733251692,synthetic inverse modeling grid point,2.630976551214363e-24,1.7353063127843537e-24
CS_00402,450.0,-400.0,3323.14863497941,91.01068310790191,synthetic inverse modeling grid point,1.7348600318450844e-19,1.1442570872281232e-19
CS_00403,450.0,-350.0,72.32160218478977,89.04773671839482,synthetic inverse modeling grid point,4.629273441073054e-19,3.0533177584540547e-19
CS_00404,450.0,-300.0,2.3033318573373975,92.6237411029129,synthetic inverse modeling grid point,7.744499367578704e-20,5.108019163344793e-20
