candidate_source_id,estimated_x_m,estimated_y_m,estimated_Q_Bq_s,J,relative_likelihood,description
CS_00221,0.0,0.0,8.333333333333334,2.315096919093331e-29,1.0,synthetic inverse modeling estimate
