run_name,sample_id,localization_error_m
final,597,34.63562278110642
final,598,16.43697554516575
final,599,127.83183286524849
final,600,70.71107126882882
final,601,109.42952713997542
final,602,62.31034038602505
final,603,66.43731890171466
final,604,18.02660783565909
final,605,34.32337937641088
final,606,12.601060511983988
final,607,41.55101425113547
final,608,7.893814000964683
final,609,10.178024125338382
final,610,49.769829880450274
final,611,40.92145714370744
final,612,66.66889152349518
final,613,73.22331184220165
final,614,32.53808751076534
final,615,33.69424301241808
final,616,26.136967115693988
final,617,57.54816643062419
final,618,61.304229563372616
final,619,66.47506129319223
final,620,50.11370488387867
final,621,18.293091085952923
final,622,44.63150571603998
final,623,12.495672901407946
final,624,6.5335627375435745
final,625,45.28662424653043
final,626,26.30807516760383
final,627,54.41529228065683
final,628,59.88427433864313
final,629,39.73591813463375
final,630,37.83117635909313
final,631,96.64010380903035
final,632,24.258025057475624
final,633,25.189630135491022
final,634,17.97556331904782
final,635,98.75163621771405
final,636,38.24438814521653
final,637,86.2300500395743
final,638,43.080005062615065
final,639,87.38251368800984
final,640,65.5606549544409
final,641,35.18238093949385
final,642,31.233806661287936
final,643,68.217321528371
final,644,33.0610025011006
final,645,92.23848968716466
final,646,27.74349793162725
final,647,38.01384678522733
final,648,27.939835155737605
final,649,19.96580638521279
final,650,15.399640932454117
final,651,64.33208697432305
final,652,89.17958673802725
final,653,51.68751037478282
final,654,41.01902862427839
final,655,27.304512964845106
final,656,30.672201542358458
final,657,91.55727762670298
final,658,13.977407464670646
final,659,18.2294699580257
final,660,75.87161948491567
final,661,82.14533956390093
final,662,22.02628982732164
final,663,54.5409692758033
final,664,18.19944009917853
final,665,33.22169217417313
final,666,33.69559708213592
final,667,56.63389130276174
final,668,70.33814962786244
final,669,21.44439256891452
final,670,31.986155157894757
final,671,26.14134461645144
final,672,44.02093338402253
final,673,54.49728251460243
