candidate_source_id,source_x_m,source_y_m,detector_id,x_m,y_m,z_m,x_downwind_m,y_crosswind_m,sigma_y_m,sigma_z_m,response_per_Bq_s,true_concentration_Bq_m3,wind_speed_mps,wind_dir_deg,stability_class,sigma_multiplier,observed_concentration_Bq_m3,sigma_Bq_m3,source_strength_Bq_s,noise_fraction,noise_floor_Bq_m3,description
,0.0,0.0,D001,500.0,0.0,1.5,500.0,0.0,39.03600291794133,22.677868380553637,0.00011959452031744003,0.0009966210026453337,3.0,0.0,D,1.0,0.0007710425557048155,0.0002491552506613334,8.333333333333334,0.25,1e-08,synthetic inverse modeling observation
,0.0,0.0,D002,1000.0,0.0,1.5,1000.0,0.0,76.27700713964738,37.94733192202055,3.6628125163383925e-05,0.00030523437636153274,3.0,0.0,D,1.0,0.00046924244300261834,7.630859409038319e-05,8.333333333333334,0.25,1e-08,synthetic inverse modeling observation
,0.0,0.0,D003,1000.0,200.0,1.5,1000.0,200.0,76.27700713964738,37.94733192202055,1.1774091540591997e-06,9.811742950493332e-06,3.0,0.0,D,1.0,1.2910487593299978e-05,2.452935737623333e-06,8.333333333333334,0.25,1e-08,synthetic inverse modeling observation
,0.0,0.0,D004,1000.0,-200.0,1.5,1000.0,-200.0,76.27700713964738,37.94733192202055,1.1774091540591997e-06,9.811742950493332e-06,3.0,0.0,D,1.0,1.5191733492695505e-05,2.452935737623333e-06,8.333333333333334,0.25,1e-08,synthetic inverse modeling observation
,0.0,0.0,D005,2000.0,0.0,1.5,2000.0,0.0,146.0593486680443,60.0,1.2103543783440827e-05,0.00010086286486200689,3.0,0.0,D,1.0,0.00010698806993131176,2.5215716215501723e-05,8.333333333333334,0.25,1e-08,synthetic inverse modeling observation
