candidate_source_id,x_m,y_m,Q_hat_Bq_s,J,description
CS_00302,200.0,-150.0,0.4031323487372776,91.92081297704131,synthetic inverse modeling grid point
CS_00303,200.0,-100.0,1.1479410922924786,86.81850282676416,synthetic inverse modeling grid point
CS_00304,200.0,-50.0,7.066278574365159,42.01567430206184,synthetic inverse modeling grid point
CS_00305,200.0,0.0,5.147047243326448,71.40564306666523,synthetic inverse modeling grid point
CS_00306,200.0,50.0,6.489577529403604,56.01824283582101,synthetic inverse modeling grid point
CS_00307,200.0,100.0,0.9886543470123951,98.34556925248287,synthetic inverse modeling grid point
CS_00308,200.0,150.0,0.3435131791153234,102.7485941752368,synthetic inverse modeling grid point
CS_00309,200.0,200.0,0.24442483806465548,103.3663129857149,synthetic inverse modeling grid point
CS_00310,200.0,250.0,0.3391916411036432,103.47555277034742,synthetic inverse modeling grid point
CS_00311,200.0,300.0,0.9127185886687786,103.41380413161802,synthetic inverse modeling grid point
CS_00312,200.0,350.0,4.77223274037775,103.05916417024243,synthetic inverse modeling grid point
CS_00313,200.0,400.0,49.26397153379761,101.38993051833616,synthetic inverse modeling grid point
CS_00314,200.0,450.0,1048.8237528578231,91.94948555052095,synthetic inverse modeling grid point
CS_00315,200.0,500.0,11722.686076501408,99.15836860416437,synthetic inverse modeling grid point
CS_00316,250.0,-500.0,14760.637421411602,107.63839553128228,synthetic inverse modeling grid point
CS_00317,250.0,-450.0,2953.642049593904,75.1549772016155,synthetic inverse modeling grid point
CS_00318,250.0,-400.0,105.26878242341094,89.08657940887996,synthetic inverse modeling grid point
CS_00319,250.0,-350.0,7.455444522121909,92.16263780943328,synthetic inverse modeling grid point
CS_00320,250.0,-300.0,1.145371561867839,92.71107983134885,synthetic inverse modeling grid point
CS_00321,250.0,-250.0,0.373322652183845,92.80870607285088,synthetic inverse modeling grid point
CS_00322,250.0,-200.0,0.25737580421066614,92.70265032473891,synthetic inverse modeling grid point
CS_00323,250.0,-150.0,0.3770232795506754,92.02700159107036,synthetic inverse modeling grid point
CS_00324,250.0,-100.0,1.2297310616186465,86.46093578626254,synthetic inverse modeling grid point
CS_00325,250.0,-50.0,8.50882916411786,37.48026490816953,synthetic inverse modeling grid point
CS_00326,250.0,0.0,3.5014021183613395,85.33188242361564,synthetic inverse modeling grid point
CS_00327,250.0,50.0,7.908050837125203,50.28174585055856,synthetic inverse modeling grid point
CS_00328,250.0,100.0,1.059865209656513,98.03180962070152,synthetic inverse modeling grid point
CS_00329,250.0,150.0,0.32118917623941107,102.83927443847894,synthetic inverse modeling grid point
CS_00330,250.0,200.0,0.2189243772083682,103.41578601809013,synthetic inverse modeling grid point
CS_00331,250.0,250.0,0.317471831172597,103.50610698174913,synthetic inverse modeling grid point
CS_00332,250.0,300.0,0.9742366879878435,103.42295914654844,synthetic inverse modeling grid point
CS_00333,250.0,350.0,6.349443694635138,102.95485627303026,synthetic inverse modeling grid point
CS_00334,250.0,400.0,90.27450674798794,100.29580524333382,synthetic inverse modeling grid point
CS_00335,250.0,450.0,2644.8907315510405,86.30944626613339,synthetic inverse modeling grid point
CS_00336,250.0,500.0,14460.307958186313,108.59757090669154,synthetic inverse modeling grid point
CS_00337,300.0,-500.0,19338.132744773775,112.08727368928844,synthetic inverse modeling grid point
CS_00338,300.0,-450.0,5711.0476592416,84.16828020903846,synthetic inverse modeling grid point
CS_00339,300.0,-400.0,224.44333907398675,86.60271177013172,synthetic inverse modeling grid point
CS_00340,300.0,-350.0,10.730307090699444,91.95334204792081,synthetic inverse modeling grid point
CS_00341,300.0,-300.0,1.2599436029479298,92.71418017397517,synthetic inverse modeling grid point
CS_00342,300.0,-250.0,0.34991536386643013,92.84176424487282,synthetic inverse modeling grid point
CS_00343,300.0,-200.0,0.22867311856044684,92.75596297507505,synthetic inverse modeling grid point
CS_00344,300.0,-150.0,0.3531163116636465,92.12154439328707,synthetic inverse modeling grid point
CS_00345,300.0,-100.0,1.3594014082131995,85.93798586729598,synthetic inverse modeling grid point
CS_00346,300.0,-50.0,9.664421302086698,38.51514463621095,synthetic inverse modeling grid point
CS_00347,300.0,0.0,2.14341097824154,96.81007840200567,synthetic inverse modeling grid point
CS_00348,300.0,50.0,9.117718226086849,48.732312193728035,synthetic inverse modeling grid point
CS_00349,300.0,100.0,1.1728739796307872,97.57116963875197,synthetic inverse modeling grid point
CS_00350,300.0,150.0,0.30075887418383124,102.91998768754293,synthetic inverse modeling grid point
CS_00351,300.0,200.0,0.1944860649075899,103.46119560419245,synthetic inverse modeling grid point
CS_00352,300.0,250.0,0.2975438082625709,103.53425008298956,synthetic inverse modeling grid point
CS_00353,300.0,300.0,1.0716824149930115,103.42560048596775,synthetic inverse modeling grid point
CS_00354,300.0,350.0,9.142837553978254,102.77576615423727,synthetic inverse modeling grid point
CS_00355,300.0,400.0,193.5447696463413,98.10116926404021,synthetic inverse modeling grid point
CS_00356,300.0,450.0,5302.572371583798,90.69013857903983,synthetic inverse modeling grid point
CS_00357,300.0,500.0,19233.230761686955,112.29679094509031,synthetic inverse modeling grid point
CS_00358,350.0,-500.0,28095.392051717397,113.23433166391463,synthetic inverse modeling grid point
CS_00359,350.0,-450.0,7022.662388951945,103.23410808761018,synthetic inverse modeling grid point
CS_00360,350.0,-400.0,583.5069022754361,81.49228523388179,synthetic inverse modeling grid point
CS_00361,350.0,-350.0,17.167990777772392,91.57216594365026,synthetic inverse modeling grid point
CS_00362,350.0,-300.0,1.443966760153397,92.7061785241597,synthetic inverse modeling grid point
CS_00363,350.0,-250.0,0.32899594027382445,92.87194839871096,synthetic inverse modeling grid point
CS_00364,350.0,-200.0,0.2012562511117373,92.80507911313572,synthetic inverse modeling grid point
CS_00365,350.0,-150.0,0.33179836108572236,92.20233457982359,synthetic inverse modeling grid point
CS_00366,350.0,-100.0,1.5686949800883798,85.14995056821188,synthetic inverse modeling grid point
CS_00367,350.0,-50.0,9.94860971439925,46.4989880877426,synthetic inverse modeling grid point
CS_00368,350.0,0.0,1.1131862166084294,106.55555833838415,synthetic inverse modeling grid point
CS_00369,350.0,50.0,9.55037646436719,53.16400098497164,synthetic inverse modeling grid point
CS_00370,350.0,100.0,1.3556320707117526,96.87331643695299,synthetic inverse modeling grid point
CS_00371,350.0,150.0,0.28255041703615114,102.98894696793349,synthetic inverse modeling grid point
CS_00372,350.0,200.0,0.17114879369834818,103.50301952039966,synthetic inverse modeling grid point
CS_00373,350.0,250.0,0.2797359910161993,103.55994131947939,synthetic inverse modeling grid point
CS_00374,350.0,300.0,1.2282312941910292,103.41878331400858,synthetic inverse modeling grid point
CS_00375,350.0,350.0,14.640760909554071,102.44894587995904,synthetic inverse modeling grid point
CS_00376,350.0,400.0,509.25146125231237,93.39856386469941,synthetic inverse modeling grid point
CS_00377,350.0,450.0,6795.9852677016415,105.02630837749389,synthetic inverse modeling grid point
CS_00378,350.0,500.0,28070.40297010013,113.26672330249791,synthetic inverse modeling grid point
CS_00379,400.0,-500.0,43559.54353893263,113.42968013703995,synthetic inverse modeling grid point
CS_00380,400.0,-450.0,8545.607902969121,111.39230251904002,synthetic inverse modeling grid point
CS_00381,400.0,-400.0,1751.5473093536295,75.11079189184883,synthetic inverse modeling grid point
CS_00382,400.0,-350.0,31.77392441334936,90.80773233625258,synthetic inverse modeling grid point
CS_00383,400.0,-300.0,1.751682259202483,92.68055379775687,synthetic inverse modeling grid point
CS_00384,400.0,-250.0,0.3111482675791341,92.8990870320145,synthetic inverse modeling grid point
CS_00385,400.0,-200.0,0.1751791720148837,92.85044771293941,synthetic inverse modeling grid point
CS_00386,400.0,-150.0,0.313651358812964,92.26760544946795,synthetic inverse modeling grid point
CS_00387,400.0,-100.0,1.92158005286591,83.90910209566889,synthetic inverse modeling grid point
CS_00388,400.0,-50.0,9.330195701518122,58.43371407620942,synthetic inverse modeling grid point
CS_00389,400.0,0.0,0.44309914621615293,114.40078631908821,synthetic inverse modeling grid point
CS_00390,400.0,50.0,9.107970083577015,61.87055158988728,synthetic inverse modeling grid point
CS_00391,400.0,100.0,1.6648326248148047,95.76489200192088,synthetic inverse modeling grid point
CS_00392,400.0,150.0,0.2670575676594606,103.0446534889209,synthetic inverse modeling grid point
CS_00393,400.0,200.0,0.14895727413144108,103.5416416897062,synthetic inverse modeling grid point
CS_00394,400.0,250.0,0.26454412632749846,103.58303608506982,synthetic inverse modeling grid point
CS_00395,400.0,300.0,1.4900601244373344,103.39694939302267,synthetic inverse modeling grid point
CS_00396,400.0,350.0,27.14337153970699,101.79090757975374,synthetic inverse modeling grid point
CS_00397,400.0,400.0,1570.326796530282,86.16605523314067,synthetic inverse modeling grid point
CS_00398,400.0,450.0,8477.130855568304,111.71248835831668,synthetic inverse modeling grid point
CS_00399,400.0,500.0,43556.000194591215,113.432611982328,synthetic inverse modeling grid point
CS_00400,450.0,-500.0,71021.16851656654,113.44838469283404,synthetic inverse modeling grid point
CS_00401,450.0,-450.0,12009.3711693209,113.20367733251692,synthetic inverse modeling grid point
CS_00402,450.0,-400.0,3323.14863497941,91.01068310790191,synthetic inverse modeling grid point
CS_00403,450.0,-350.0,72.32160218478977,89.04773671839482,synthetic inverse modeling grid point
CS_00404,450.0,-300.0,2.3033318573373975,92.6237411029129,synthetic inverse modeling grid point
CS_00405,450.0,-250.0,0.2973061233040937,92.9228906536259,synthetic inverse modeling grid point
CS_00406,450.0,-200.0,0.15050324392766468,92.89229365634156,synthetic inverse modeling grid point
CS_00407,450.0,-150.0,0.2996083682054114,92.31583147705688,synthetic inverse modeling grid point
CS_00408,450.0,-100.0,2.560161279456863,81.85662835495941,synthetic inverse modeling grid point
CS_00409,450.0,-50.0,8.440866353443095,68.62129886615908,synthetic inverse modeling grid point
CS_00410,450.0,0.0,0.10649682111635435,119.63107331158862,synthetic inverse modeling grid point
CS_00411,450.0,50.0,8.346213600240699,70.02250755490915,synthetic inverse modeling grid point
CS_00412,450.0,100.0,2.227669516708825,93.90204474838373,synthetic inverse modeling grid point
CS_00413,450.0,150.0,0.2550728479053129,103.08581115271161,synthetic inverse modeling grid point
CS_00414,450.0,200.0,0.12796269382622602,103.57725538690768,synthetic inverse modeling grid point
CS_00415,450.0,250.0,0.25276144951954804,103.60328942589084,synthetic inverse modeling grid point
CS_00416,450.0,300.0,1.9595731461451253,103.34852817584357,synthetic inverse modeling grid point
CS_00417,450.0,350.0,62.025630236434445,100.2618364312136,synthetic inverse modeling grid point
CS_00418,450.0,400.0,3129.502417396236,95.58648907546775,synthetic inverse modeling grid point
CS_00419,450.0,450.0,11997.178643963533,113.24071076494442,synthetic inverse modeling grid point
CS_00420,450.0,500.0,71020.92776561565,113.44850674827795,synthetic inverse modeling grid point
CS_00421,500.0,-500.0,121994.65073825879,113.44918648013277,synthetic inverse modeling grid point
CS_00422,500.0,-450.0,18313.825274282073,113.43548223743295,synthetic inverse modeling grid point
CS_00423,500.0,-400.0,3708.759547073428,109.31263388896899,synthetic inverse modeling grid point
CS_00424,500.0,-350.0,222.6286782151018,84.30696997721098,synthetic inverse modeling grid point
CS_00425,500.0,-300.0,3.405789473499125,92.5036316367743,synthetic inverse modeling grid point
CS_00426,500.0,-250.0,0.2890740023667479,92.94291838486953,synthetic inverse modeling grid point
CS_00427,500.0,-200.0,0.12729783483772963,92.9305948131348,synthetic inverse modeling grid point
CS_00428,500.0,-150.0,0.2912812628551192,92.34495127228692,synthetic inverse modeling grid point
CS_00429,500.0,-100.0,3.831176122838946,78.37855319124208,synthetic inverse modeling grid point
CS_00430,500.0,-50.0,7.7783316543055685,74.49843975227643,synthetic inverse modeling grid point
CS_00431,500.0,0.0,4.2449689231941905,76.97591436288577,synthetic inverse modeling grid point
CS_00432,500.0,50.0,7.748377898642541,74.93623886207726,synthetic inverse modeling grid point
CS_00433,500.0,100.0,3.359902325837007,90.63250869268535,synthetic inverse modeling grid point
CS_00434,500.0,150.0,0.24796714828863708,103.11066241716723,synthetic inverse modeling grid point
CS_00435,500.0,200.0,0.10822318495891443,103.60984384970993,synthetic inverse modeling grid point
CS_00436,500.0,250.0,0.24575141548989407,103.62032761334027,synthetic inverse modeling grid point
CS_00437,500.0,300.0,2.8982916773038085,103.24609960608944,synthetic inverse modeling grid point
CS_00438,500.0,350.0,192.98533357131686,96.02586036501236,synthetic inverse modeling grid point
CS_00439,500.0,400.0,3652.5645155774673,109.97844632543368,synthetic inverse modeling grid point
CS_00440,500.0,450.0,18312.77819266843,113.43754228801032,synthetic inverse modeling grid point
CS_00441,500.0,500.0,121994.64513287513,113.44918813446563,synthetic inverse modeling grid point
